"id","answered","concerned_teacher","how_teacher","again_teacher","respect_teacher","disrespectful_people","understand_people","energy_school","fights_students","support_adults","fair_rules","online_bully","respect_students","behavior_students","school_violence","belong_school","excited_teacher","adult_help"
stu-e4-1,y,Extremely concerned,Frequently,Extremely excited,Extremely respectful,Almost never,Understand somewhat,Slightly negative,Frequently,Some support,Neither unfair or fair,Slightly likely,A tremendous amount of respect,Helps my learning a tremendous amount,Once in a while,Belong quite a bit,Sometimes,Somewhat difficult
stu-e4-4,y,Not at all concerned,Almost never,Somewhat excited,Somewhat respectful,Almost always,Do not understand at all,Very negative,Almost never,Quite a bit of support,Slightly unfair,Somewhat likely,No respect at all,Hurts my learning a little bit,Almost always,Belong a little bit,Once in a while,Not at all difficult
stu-e4-6,y,Not at all concerned,Sometimes,Quite excited,Somewhat respectful,Almost always,Understand somewhat,Neither negative or positive,Frequently,Quite a bit of support,Slightly fair,Slightly likely,A tremendous amount of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Frequently,Slightly difficult
stu-e4-9,y,Slightly concerned,Almost never,Slightly excited,Not at all respectful,Frequently,Understand somewhat,Slightly positive,Frequently,A tremendous amount of support,Slightly fair,Somewhat likely,A tremendous amount of respect,Helps my learning a tremendous amount,Once in a while,Belong somewhat,Sometimes,Not at all difficult
stu-e4-10,y,Not at all concerned,Once in a while,Not at all excited,Somewhat respectful,Almost always,Understand somewhat,Slightly negative,Frequently,A tremendous amount of support,Very unfair,Slightly likely,A tremendous amount of respect,Helps my learning a little bit,Frequently,Belong somewhat,Once in a while,Somewhat difficult
stu-e4-12,y,Slightly concerned,Once in a while,Somewhat excited,Quite respectful,Sometimes,Understand a little,Very negative,Frequently,A little bit of support,Somewhat unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e4-13,y,Slightly concerned,Sometimes,Slightly excited,Slightly respectful,Almost always,Understand a little,Neither negative or positive,Almost always,Quite a bit of support,Slightly fair,Quite likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong somewhat,Almost never,Slightly difficult
stu-e4-15,y,Not at all concerned,Sometimes,Quite excited,Somewhat respectful,Almost never,Understand quite a bit,Somewhat positive,Sometimes,No support at all,Slightly fair,Not at all likely,Some respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Extremely difficult
stu-e4-17,y,Not at all concerned,Once in a while,Not at all excited,Slightly respectful,Sometimes,Understand somewhat,Slightly positive,Once in a while,No support at all,Somewhat fair,Slightly likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Sometimes,Extremely difficult
stu-e4-20,y,Quite concerned,Sometimes,Somewhat excited,Quite respectful,Frequently,Understand somewhat,Neither negative or positive,Frequently,Quite a bit of support,Slightly fair,Somewhat likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Not at all difficult
stu-e4-21,y,Slightly concerned,Once in a while,Somewhat excited,Somewhat respectful,Almost never,Completely understand,Somewhat positive,Almost always,Some support,Slightly fair,Somewhat likely,A tremendous amount of respect,Helps my learning a little bit,Sometimes,Belong a little bit,Sometimes,Somewhat difficult
stu-e4-23,y,Slightly concerned,Almost never,Somewhat excited,Quite respectful,Almost never,Understand somewhat,Slightly negative,Frequently,No support at all,Slightly unfair,Somewhat likely,Some respect,Helps my learning a little bit,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e4-26,y,Not at all concerned,Sometimes,Quite excited,Somewhat respectful,Sometimes,Understand somewhat,Neither negative or positive,Once in a while,Some support,Slightly unfair,Quite likely,No respect at all,Hurts my learning some,Frequently,Belong a little bit,Sometimes,Quite difficult
stu-e4-27,y,Somewhat concerned,Frequently,Somewhat excited,Somewhat respectful,Almost always,Understand somewhat,Slightly negative,Almost always,Quite a bit of support,Neither unfair or fair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Sometimes,Somewhat difficult
stu-e4-28,y,Somewhat concerned,Once in a while,Somewhat excited,Somewhat respectful,Almost never,Completely understand,Somewhat positive,Almost never,A tremendous amount of support,Somewhat fair,Not at all likely,A little bit of respect,Hurts my learning a little bit,Once in a while,Completely belong,Frequently,Not at all difficult
stu-e4-29,y,Extremely concerned,Almost always,Extremely excited,Quite respectful,Almost never,Completely understand,Very positive,Almost never,Some support,Very fair,Not at all likely,Some respect,Hurts my learning a little bit,Almost never,Belong quite a bit,Sometimes,Somewhat difficult
stu-e4-30,y,Quite concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost always,Understand a little,Somewhat negative,Once in a while,No support at all,Very unfair,Somewhat likely,No respect at all,Hurts my learning a little bit,Frequently,Belong a little bit,Sometimes,Extremely difficult
stu-e4-32,y,Not at all concerned,Almost never,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Neither negative or positive,Frequently,No support at all,Slightly unfair,Extremely likely,Some respect,Hurts my learning a little bit,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e4-33,y,Not at all concerned,Sometimes,Slightly excited,Somewhat respectful,Almost always,Understand somewhat,Slightly positive,Almost never,No support at all,Neither unfair or fair,Quite likely,No respect at all,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Once in a while,Somewhat difficult
