"id","answered","concerned_teacher","how_teacher","again_teacher","respect_teacher","disrespectful_people","understand_people","energy_school","fights_students","support_adults","fair_rules","online_bully","respect_students","behavior_students","school_violence","belong_school","excited_teacher","adult_help"
stu-e6-2,y,Quite concerned,Sometimes,Slightly excited,Not at all respectful,Once in a while,Completely understand,Very positive,Once in a while,Some support,Neither unfair or fair,Not at all likely,Some respect,Helps my learning a little bit,Frequently,Do not belong at all,Once in a while,Quite difficult
stu-e6-3,y,Quite concerned,Frequently,Somewhat excited,Slightly respectful,Sometimes,Understand somewhat,Slightly negative,Almost never,Some support,Somewhat unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Once in a while,Somewhat difficult
stu-e6-4,y,Not at all concerned,Almost never,Somewhat excited,Slightly respectful,Almost never,Understand somewhat,Slightly negative,Almost never,A tremendous amount of support,Slightly unfair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Almost always,Belong a little bit,Almost never,Not at all difficult
stu-e6-5,y,Extremely concerned,Almost always,Somewhat excited,Quite respectful,Almost never,Completely understand,Somewhat positive,Almost always,Some support,Very fair,Slightly likely,A tremendous amount of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Almost always,Somewhat difficult
stu-e6-6,y,Somewhat concerned,Sometimes,Somewhat excited,Quite respectful,Almost always,Do not understand at all,Slightly negative,Frequently,A tremendous amount of support,Very unfair,Extremely likely,Some respect,Neither helps nor hurts my learning,Almost always,Do not belong at all,Frequently,Somewhat difficult
stu-e6-7,y,Somewhat concerned,Frequently,Quite excited,Extremely respectful,Almost never,Understand quite a bit,Very positive,Almost never,No support at all,Neither unfair or fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Sometimes,Somewhat difficult
stu-e6-9,y,Quite concerned,Frequently,Somewhat excited,Somewhat respectful,Frequently,Understand somewhat,Slightly positive,Frequently,Some support,Neither unfair or fair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong somewhat,Once in a while,Somewhat difficult
stu-e6-10,y,Slightly concerned,Almost never,Not at all excited,Not at all respectful,Once in a while,Understand quite a bit,Very positive,Almost never,Some support,Neither unfair or fair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e6-14,y,Slightly concerned,Sometimes,Slightly excited,Slightly respectful,Frequently,Understand somewhat,Neither negative or positive,Sometimes,A tremendous amount of support,Slightly fair,Quite likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong a little bit,Almost never,Somewhat difficult
stu-e6-16,y,Extremely concerned,Sometimes,Quite excited,Somewhat respectful,Almost never,Understand somewhat,Slightly negative,Once in a while,Some support,Somewhat unfair,Quite likely,A little bit of respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Once in a while,Slightly difficult
stu-e6-18,y,Somewhat concerned,Sometimes,Somewhat excited,Slightly respectful,Almost always,Do not understand at all,Slightly negative,Almost never,A little bit of support,Slightly unfair,Extremely likely,No respect at all,Hurts my learning a little bit,Frequently,Belong a little bit,Sometimes,Somewhat difficult
