"id","answered","concerned_teacher","how_teacher","again_teacher","respect_teacher","disrespectful_people","understand_people","energy_school","fights_students","support_adults","fair_rules","online_bully","respect_students","behavior_students","school_violence","belong_school","excited_teacher","adult_help"
stu-e13-2,y,Not at all concerned,Almost never,Not at all excited,Not at all respectful,Frequently,Understand a little,Somewhat negative,Almost never,A little bit of support,Somewhat unfair,Quite likely,No respect at all,Hurts my learning some,Almost always,Belong a little bit,Once in a while,Extremely difficult
stu-e13-5,y,Not at all concerned,Once in a while,Slightly excited,Slightly respectful,Once in a while,Understand quite a bit,Very positive,Frequently,Quite a bit of support,Slightly fair,Not at all likely,Quite a bit of respect,Helps my learning a little bit,Once in a while,Completely belong,Almost never,Slightly difficult
stu-e13-6,y,Extremely concerned,Frequently,Extremely excited,Somewhat respectful,Sometimes,Understand somewhat,Neither negative or positive,Almost always,Some support,Slightly unfair,Slightly likely,Quite a bit of respect,Neither helps nor hurts my learning,Almost always,Do not belong at all,Once in a while,Somewhat difficult
stu-e13-12,y,Slightly concerned,Almost never,Slightly excited,Slightly respectful,Once in a while,Understand quite a bit,Somewhat positive,Frequently,Some support,Neither unfair or fair,Not at all likely,Some respect,Neither helps nor hurts my learning,Once in a while,Belong quite a bit,Once in a while,Slightly difficult
stu-e13-13,y,Not at all concerned,Once in a while,Slightly excited,Somewhat respectful,Frequently,Do not understand at all,Very negative,Almost never,A tremendous amount of support,Very unfair,Extremely likely,A little bit of respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Once in a while,Somewhat difficult
stu-e13-14,y,Slightly concerned,Once in a while,Somewhat excited,Quite respectful,Almost never,Understand somewhat,Slightly negative,Once in a while,A tremendous amount of support,Neither unfair or fair,Slightly likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Sometimes,Not at all difficult
stu-e13-15,y,Slightly concerned,Once in a while,Slightly excited,Not at all respectful,Once in a while,Completely understand,Somewhat positive,Once in a while,No support at all,Slightly fair,Not at all likely,Some respect,Helps my learning a little bit,Almost never,Belong quite a bit,Almost never,Extremely difficult
stu-e13-18,y,Slightly concerned,Sometimes,Somewhat excited,Slightly respectful,Almost always,Do not understand at all,Very negative,Almost never,Quite a bit of support,Neither unfair or fair,Somewhat likely,No respect at all,Hurts my learning some,Sometimes,Belong a little bit,Once in a while,Somewhat difficult
stu-e13-19,y,Not at all concerned,Sometimes,Quite excited,Somewhat respectful,Frequently,Understand a little,Somewhat negative,Once in a while,Quite a bit of support,Somewhat unfair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Frequently,Somewhat difficult
stu-e13-21,y,Somewhat concerned,Once in a while,Not at all excited,Slightly respectful,Almost always,Understand a little,Somewhat negative,Almost always,A tremendous amount of support,Neither unfair or fair,Somewhat likely,Some respect,Helps my learning a little bit,Frequently,Do not belong at all,Sometimes,Slightly difficult
