"id","answered","concerned_teacher","how_teacher","again_teacher","respect_teacher","disrespectful_people","understand_people","energy_school","fights_students","support_adults","fair_rules","online_bully","respect_students","behavior_students","school_violence","belong_school","excited_teacher","adult_help"
stu-e10-7,y,Slightly concerned,Almost never,Not at all excited,Not at all respectful,Almost always,Do not understand at all,Very negative,Almost never,Quite a bit of support,Slightly unfair,Somewhat likely,Some respect,Helps my learning a little bit,Frequently,Belong a little bit,Almost never,Somewhat difficult
stu-e10-8,y,Quite concerned,Sometimes,Slightly excited,Not at all respectful,Once in a while,Completely understand,Very positive,Almost always,A tremendous amount of support,Neither unfair or fair,Slightly likely,A tremendous amount of respect,Helps my learning a tremendous amount,Once in a while,Belong somewhat,Once in a while,Slightly difficult
stu-e10-11,y,Slightly concerned,Sometimes,Somewhat excited,Somewhat respectful,Sometimes,Understand somewhat,Neither negative or positive,Almost always,A tremendous amount of support,Slightly unfair,Somewhat likely,Some respect,Helps my learning a little bit,Almost always,Belong a little bit,Once in a while,Somewhat difficult
stu-e10-12,y,Somewhat concerned,Frequently,Somewhat excited,Slightly respectful,Almost never,Completely understand,Somewhat positive,Almost never,No support at all,Very fair,Slightly likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong a little bit,Sometimes,Somewhat difficult
stu-e10-17,y,Somewhat concerned,Once in a while,Not at all excited,Slightly respectful,Once in a while,Understand quite a bit,Very positive,Almost always,Some support,Slightly fair,Slightly likely,A tremendous amount of respect,Helps my learning a little bit,Once in a while,Belong somewhat,Sometimes,Slightly difficult
stu-e10-18,y,Extremely concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost never,Completely understand,Slightly positive,Frequently,No support at all,Very fair,Slightly likely,A tremendous amount of respect,Neither helps nor hurts my learning,Almost never,Belong somewhat,Frequently,Quite difficult
stu-e10-19,y,Quite concerned,Almost always,Somewhat excited,Quite respectful,Sometimes,Understand a little,Slightly negative,Almost never,A little bit of support,Slightly unfair,Quite likely,No respect at all,Hurts my learning some,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e10-21,y,Somewhat concerned,Frequently,Quite excited,Somewhat respectful,Almost always,Understand somewhat,Slightly positive,Sometimes,No support at all,Neither unfair or fair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Do not belong at all,Once in a while,Extremely difficult
stu-e10-22,y,Quite concerned,Frequently,Quite excited,Quite respectful,Sometimes,Understand a little,Somewhat negative,Frequently,A little bit of support,Neither unfair or fair,Quite likely,Some respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Almost always,Quite difficult
stu-e10-24,y,Quite concerned,Frequently,Quite excited,Extremely respectful,Almost never,Understand somewhat,Slightly negative,Sometimes,No support at all,Neither unfair or fair,Slightly likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong a little bit,Sometimes,Extremely difficult
