"id","answered","concerned_teacher","how_teacher","again_teacher","respect_teacher","disrespectful_people","understand_people","energy_school","fights_students","support_adults","fair_rules","online_bully","respect_students","behavior_students","school_violence","belong_school","excited_teacher","adult_help"
stu-e2-2,y,Quite concerned,Frequently,Somewhat excited,Quite respectful,Once in a while,Understand somewhat,Neither negative or positive,Once in a while,Quite a bit of support,Neither unfair or fair,Slightly likely,No respect at all,Neither helps nor hurts my learning,Frequently,Belong a little bit,Frequently,Slightly difficult
stu-e2-3,y,Somewhat concerned,Once in a while,Slightly excited,Somewhat respectful,Once in a while,Understand quite a bit,Neither negative or positive,Almost never,Quite a bit of support,Neither unfair or fair,Not at all likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Frequently,Slightly difficult
stu-e2-5,y,Somewhat concerned,Frequently,Somewhat excited,Slightly respectful,Sometimes,Understand somewhat,Slightly positive,Almost always,Some support,Slightly fair,Somewhat likely,A tremendous amount of respect,Helps my learning a little bit,Almost never,Completely belong,Almost never,Somewhat difficult
stu-e2-6,y,Quite concerned,Almost always,Extremely excited,Somewhat respectful,Almost never,Understand quite a bit,Somewhat positive,Frequently,No support at all,Slightly fair,Not at all likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Sometimes,Extremely difficult
stu-e2-7,y,Somewhat concerned,Sometimes,Quite excited,Quite respectful,Almost always,Understand a little,Somewhat negative,Almost always,Quite a bit of support,Slightly unfair,Somewhat likely,Quite a bit of respect,Helps my learning a little bit,Almost always,Belong somewhat,Almost always,Slightly difficult
stu-e2-8,y,Slightly concerned,Sometimes,Quite excited,Quite respectful,Almost always,Do not understand at all,Neither negative or positive,Frequently,Some support,Slightly unfair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Frequently,Slightly difficult
stu-e2-11,y,Slightly concerned,Almost never,Somewhat excited,Somewhat respectful,Sometimes,Understand a little,Slightly negative,Sometimes,Quite a bit of support,Very unfair,Quite likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e2-12,y,Quite concerned,Sometimes,Somewhat excited,Slightly respectful,Sometimes,Understand a little,Very negative,Once in a while,A tremendous amount of support,Slightly unfair,Quite likely,A little bit of respect,Hurts my learning some,Almost always,Belong somewhat,Sometimes,Slightly difficult
stu-e2-14,y,Extremely concerned,Frequently,Somewhat excited,Somewhat respectful,Almost never,Understand somewhat,Slightly positive,Frequently,Some support,Neither unfair or fair,Slightly likely,Some respect,Hurts my learning a little bit,Frequently,Belong a little bit,Sometimes,Slightly difficult
stu-e2-15,y,Extremely concerned,Almost always,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Slightly negative,Once in a while,A little bit of support,Somewhat unfair,Quite likely,Some respect,Hurts my learning a little bit,Frequently,Do not belong at all,Sometimes,Quite difficult
