id,answered,enthusiastic_students,staff_trusted,positive_colleagues,supportive_students,respectful_staff_students,optimistic_improvement,students_help_students,colleagues_support_initiatives,positive_environment,positive_leaders,leaders_important_staff_satisfied,leaders_positive_influence,leaders_communicate_effective,leaders_knowledge,leaders_responsive,leaders_effective_rules,leaders_clear_goals,staff_input,friendly_families,meet_families,caring_families,supportive_families,trust_parents,respectful_parents,challenging_families
e3-1,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-2,y,Somewhat enthusiastic,Trusted a little bit,Slightly positive,Quite supportive,Somewhat respectful,Slightly optimistic,Almost all the time,Not at all supportive,Slightly positive,Somewhat positive,Slightly important,Slightly positive,Slightly effectively,Slightly knowledgeable,Somewhat responsive,Slightly effective,Not at all clearly,Almost no input,Extremely friendly,Once in a while,Quite caring,Somewhat supportive,Trust a little bit,Not at all respectful,Quite challenging
e3-3,y,Not at all enthusiastic,Trusted a tremendous amount,Quite positive,Not at all supportive,Somewhat respectful,Somewhat optimistic,Once in a while,Slightly supportive,Not at all positive,Extremely positive,Extremely important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Not at all friendly,Almost all the time,Not at all caring,Somewhat supportive,Trust quite a bit,Somewhat respectful,Somewhat challenging
e3-4,y,Slightly enthusiastic,Trusted quite a bit,Slightly positive,Slightly supportive,Not at all respectful,Not at all optimistic,Once in a while,Slightly supportive,Somewhat positive,Extremely positive,Somewhat important,Quite positive,Somewhat effectively,Quite knowledgeable,Quite responsive,Quite effective,Quite clearly,Quite a bit of input,Not at all friendly,Once in a while,Slightly caring,Somewhat supportive,Trust a little bit,Somewhat respectful,Somewhat challenging
e3-5,y,Slightly enthusiastic,Trusted a little bit,Slightly positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Once in a while,Quite supportive,Somewhat positive,Not at all positive,Somewhat important,Slightly positive,Slightly effectively,Slightly knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,Some input,Somewhat friendly,Sometimes,Quite caring,Extremely supportive,Trust a tremendous amount,Somewhat respectful,Slightly challenging
e3-6,y,Slightly enthusiastic,Trusted a tremendous amount,Extremely positive,Somewhat supportive,Quite respectful,Somewhat optimistic,Once in a while,Somewhat supportive,Somewhat positive,Somewhat positive,Slightly important,Slightly positive,Not at all effectively,Somewhat knowledgeable,Slightly responsive,Not at all effective,Slightly clearly,Some input,Somewhat friendly,Almost never,Slightly caring,Slightly supportive,Do not trust at all,Not at all respectful,Somewhat challenging
e3-7,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-8,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-9,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-10,y,Extremely enthusiastic,Trusted quite a bit,Not at all positive,Quite supportive,Slightly respectful,Somewhat optimistic,Almost all the time,Quite supportive,Quite positive,Extremely positive,Quite important,Quite positive,Quite effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Not at all clearly,Some input,Quite friendly,Almost never,Somewhat caring,Slightly supportive,Trust some,Slightly respectful,Quite challenging
e3-11,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-12,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-13,y,Slightly enthusiastic,Trusted somewhat,Somewhat positive,Not at all supportive,Slightly respectful,Slightly optimistic,Sometimes,Not at all supportive,Slightly positive,Quite positive,Quite important,Extremely positive,Somewhat effectively,Quite knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Almost no input,Somewhat friendly,Almost never,Somewhat caring,Somewhat supportive,Trust some,Somewhat respectful,Quite challenging
e3-14,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-15,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-16,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-17,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-18,y,Extremely enthusiastic,Trusted quite a bit,Slightly positive,Somewhat supportive,Slightly respectful,Slightly optimistic,Once in a while,Slightly supportive,Somewhat positive,Somewhat positive,Somewhat important,Quite positive,Extremely effectively,Extremely knowledgeable,Somewhat responsive,Quite effective,Somewhat clearly,Quite a bit of input,Slightly friendly,Frequently,Not at all caring,Slightly supportive,Do not trust at all,Slightly respectful,Quite challenging
e3-19,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-20,y,Extremely enthusiastic,Not at all trusted,Not at all positive,Somewhat supportive,Not at all respectful,Somewhat optimistic,Once in a while,Somewhat supportive,Somewhat positive,Not at all positive,Somewhat important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Quite effective,Extremely clearly,A tremendous amount of input,Somewhat friendly,Sometimes,Quite caring,Quite supportive,Trust quite a bit,Extremely respectful,Somewhat challenging
e3-21,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-22,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-23,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-24,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-25,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-26,y,Extremely enthusiastic,Trusted a little bit,Not at all positive,Quite supportive,Somewhat respectful,Slightly optimistic,Sometimes,Somewhat supportive,Slightly positive,Not at all positive,Somewhat important,Slightly positive,Slightly effectively,Not knowledgeable at all,Slightly responsive,Not at all effective,Not at all clearly,Some input,Somewhat friendly,Almost all the time,Slightly caring,Not at all supportive,Trust some,Somewhat respectful,Somewhat challenging
e3-27,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-28,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-29,y,Slightly enthusiastic,Not at all trusted,Extremely positive,Slightly supportive,Somewhat respectful,Quite optimistic,Once in a while,Somewhat supportive,Slightly positive,Not at all positive,Not important at all,Somewhat positive,Quite effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Slightly clearly,Almost no input,Slightly friendly,Almost never,Slightly caring,Not at all supportive,Trust some,Somewhat respectful,Somewhat challenging
e3-30,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e3-31,y,Slightly enthusiastic,Not at all trusted,Extremely positive,Somewhat supportive,Extremely respectful,Extremely optimistic,Once in a while,Quite supportive,Somewhat positive,Not at all positive,Somewhat important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Not at all clearly,Almost no input,Slightly friendly,Almost all the time,Slightly caring,Slightly supportive,Do not trust at all,Somewhat respectful,Somewhat challenging
