id,answered,enthusiastic_students,staff_trusted,positive_colleagues,supportive_students,respectful_staff_students,optimistic_improvement,students_help_students,colleagues_support_initiatives,positive_environment,positive_leaders,leaders_important_staff_satisfied,leaders_positive_influence,leaders_communicate_effective,leaders_knowledge,leaders_responsive,leaders_effective_rules,leaders_clear_goals,staff_input,friendly_families,meet_families,caring_families,supportive_families,trust_parents,respectful_parents,challenging_families
e7-1,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-2,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-3,y,Quite enthusiastic,Trusted somewhat,Quite positive,Extremely supportive,Somewhat respectful,Somewhat optimistic,Frequently,Somewhat supportive,Quite positive,Quite positive,Quite important,Quite positive,Extremely effectively,Extremely knowledgeable,Somewhat responsive,Slightly effective,Somewhat clearly,Some input,Somewhat friendly,Sometimes,Slightly caring,Slightly supportive,Do not trust at all,Somewhat respectful,Quite challenging
e7-4,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-5,y,Somewhat enthusiastic,Trusted a little bit,Somewhat positive,Somewhat supportive,Slightly respectful,Somewhat optimistic,Frequently,Quite supportive,Quite positive,Slightly positive,Slightly important,Slightly positive,Slightly effectively,Somewhat knowledgeable,Slightly responsive,Not at all effective,Not at all clearly,A little bit of input,Extremely friendly,Almost never,Quite caring,Extremely supportive,Trust a tremendous amount,Quite respectful,Somewhat challenging
e7-6,y,Not at all enthusiastic,Not at all trusted,Quite positive,Slightly supportive,Quite respectful,Extremely optimistic,Almost never,Extremely supportive,Somewhat positive,Slightly positive,Not important at all,Not at all positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Quite clearly,Some input,Slightly friendly,Sometimes,Somewhat caring,Somewhat supportive,Trust some,Slightly respectful,Quite challenging
e7-7,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-8,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-9,y,Somewhat enthusiastic,Trusted a little bit,Quite positive,Quite supportive,Somewhat respectful,Somewhat optimistic,Almost all the time,Somewhat supportive,Somewhat positive,Not at all positive,Not important at all,Not at all positive,Somewhat effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Slightly clearly,A little bit of input,Somewhat friendly,Once in a while,Quite caring,Extremely supportive,Trust a tremendous amount,Somewhat respectful,Slightly challenging
e7-10,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-11,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-12,y,Not at all enthusiastic,Not at all trusted,Slightly positive,Not at all supportive,Somewhat respectful,Somewhat optimistic,Once in a while,Slightly supportive,Somewhat positive,Slightly positive,Somewhat important,Quite positive,Extremely effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,A little bit of input,Not at all friendly,Once in a while,Not at all caring,Somewhat supportive,Trust a little bit,Not at all respectful,Somewhat challenging
e7-13,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-14,y,Somewhat enthusiastic,Trusted a little bit,Extremely positive,Somewhat supportive,Quite respectful,Extremely optimistic,Frequently,Extremely supportive,Extremely positive,Not at all positive,Slightly important,Slightly positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Extremely friendly,Frequently,Somewhat caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Slightly challenging
e7-15,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-16,y,Somewhat enthusiastic,Trusted a tremendous amount,Slightly positive,Quite supportive,Slightly respectful,Slightly optimistic,Almost all the time,Slightly supportive,Not at all positive,Somewhat positive,Somewhat important,Quite positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Somewhat clearly,Some input,Extremely friendly,Almost all the time,Quite caring,Somewhat supportive,Trust quite a bit,Quite respectful,Somewhat challenging
e7-17,y,Somewhat enthusiastic,Trusted a tremendous amount,Extremely positive,Quite supportive,Quite respectful,Somewhat optimistic,Almost all the time,Slightly supportive,Somewhat positive,Somewhat positive,Somewhat important,Slightly positive,Not at all effectively,Not knowledgeable at all,Somewhat responsive,Slightly effective,Somewhat clearly,Quite a bit of input,Quite friendly,Almost all the time,Extremely caring,Extremely supportive,Trust quite a bit,Somewhat respectful,Slightly challenging
e7-18,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-19,y,Not at all enthusiastic,Trusted a little bit,Somewhat positive,Somewhat supportive,Slightly respectful,Somewhat optimistic,Frequently,Somewhat supportive,Slightly positive,Slightly positive,Not important at all,Slightly positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Not at all effective,Slightly clearly,Almost no input,Somewhat friendly,Almost never,Slightly caring,Somewhat supportive,Trust a little bit,Not at all respectful,Extremely challenging
e7-20,y,Slightly enthusiastic,Trusted quite a bit,Extremely positive,Somewhat supportive,Quite respectful,Somewhat optimistic,Frequently,Quite supportive,Extremely positive,Extremely positive,Somewhat important,Quite positive,Extremely effectively,Somewhat knowledgeable,Quite responsive,Quite effective,Quite clearly,A tremendous amount of input,Extremely friendly,Sometimes,Somewhat caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Slightly challenging
e7-21,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-22,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-23,y,Not at all enthusiastic,Trusted quite a bit,Slightly positive,Slightly supportive,Somewhat respectful,Not at all optimistic,Almost never,Slightly supportive,Not at all positive,Extremely positive,Quite important,Quite positive,Extremely effectively,Quite knowledgeable,Somewhat responsive,Quite effective,Quite clearly,Quite a bit of input,Somewhat friendly,Almost never,Slightly caring,Somewhat supportive,Trust a little bit,Not at all respectful,Quite challenging
e7-24,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-25,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-26,y,Somewhat enthusiastic,Trusted quite a bit,Somewhat positive,Quite supportive,Somewhat respectful,Slightly optimistic,Almost all the time,Not at all supportive,Not at all positive,Somewhat positive,Slightly important,Not at all positive,Slightly effectively,Not knowledgeable at all,Slightly responsive,Somewhat effective,Somewhat clearly,Some input,Somewhat friendly,Sometimes,Quite caring,Somewhat supportive,Trust quite a bit,Somewhat respectful,Quite challenging
e7-27,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-28,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
e7-29,y,Quite enthusiastic,Trusted a little bit,Slightly positive,Extremely supportive,Not at all respectful,Somewhat optimistic,Almost all the time,Quite supportive,Extremely positive,Somewhat positive,Slightly important,Slightly positive,Slightly effectively,Slightly knowledgeable,Slightly responsive,Slightly effective,Somewhat clearly,Some input,Quite friendly,Once in a while,Extremely caring,Quite supportive,Trust some,Quite respectful,Somewhat challenging
