"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
m9-1,y,Somewhat enthusiastic,Trusted quite a bit,Not at all positive,Somewhat supportive,Not at all respectful,Slightly optimistic,Frequently,Slightly supportive,Slightly positive,Somewhat positive,Slightly important,Not at all positive,Somewhat effectively,Quite knowledgeable,Quite responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Quite friendly,Almost all the time,Quite caring,Extremely supportive,Trust some,Quite respectful,Somewhat challenging
m9-4,y,Somewhat enthusiastic,Trusted a tremendous amount,Not at all positive,Somewhat supportive,Slightly respectful,Somewhat optimistic,Once in a while,Quite supportive,Somewhat positive,Somewhat positive,Slightly important,Slightly positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Slightly friendly,Almost all the time,Slightly caring,Slightly supportive,Trust some,Slightly respectful,Somewhat challenging
m9-5,y,Not at all enthusiastic,Trusted quite a bit,Not at all positive,Somewhat supportive,Slightly respectful,Slightly optimistic,Once in a while,Not at all supportive,Somewhat positive,Quite positive,Quite important,Quite positive,Quite effectively,Extremely knowledgeable,Somewhat responsive,Quite effective,Quite clearly,A tremendous amount of input,Somewhat friendly,Once in a while,Slightly caring,Not at all supportive,Trust a little bit,Not at all respectful,Somewhat challenging
m9-7,y,Extremely enthusiastic,Not at all trusted,Extremely positive,Extremely supportive,Somewhat respectful,Somewhat optimistic,Frequently,Somewhat supportive,Somewhat positive,Not at all positive,Slightly important,Not at all positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Slightly effective,Slightly clearly,A little bit of input,Extremely friendly,Sometimes,Extremely caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Not at all challenging
m9-13,y,Extremely enthusiastic,Trusted somewhat,Quite positive,Extremely supportive,Quite respectful,Extremely optimistic,Almost all the time,Quite supportive,Quite positive,Slightly positive,Somewhat important,Slightly positive,Slightly effectively,Slightly knowledgeable,Slightly responsive,Slightly effective,Somewhat clearly,Some input,Extremely friendly,Almost all the time,Quite caring,Somewhat supportive,Trust quite a bit,Somewhat respectful,Somewhat challenging
m9-14,y,Quite enthusiastic,Trusted a tremendous amount,Extremely positive,Extremely supportive,Quite respectful,Extremely optimistic,Sometimes,Quite supportive,Quite positive,Extremely positive,Extremely important,Extremely positive,Quite effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Somewhat clearly,A little bit of input,Somewhat friendly,Almost never,Quite caring,Extremely supportive,Trust quite a bit,Somewhat respectful,Slightly challenging
m9-16,y,Slightly enthusiastic,Not at all trusted,Not at all positive,Somewhat supportive,Not at all respectful,Somewhat optimistic,Frequently,Slightly supportive,Slightly positive,Not at all positive,Somewhat important,Quite positive,Extremely effectively,Somewhat knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,Quite a bit of input,Somewhat friendly,Almost never,Somewhat caring,Quite supportive,Trust quite a bit,Somewhat respectful,Somewhat challenging
m9-18,y,Not at all enthusiastic,Trusted a tremendous amount,Not at all positive,Not at all supportive,Slightly respectful,Somewhat optimistic,Sometimes,Slightly supportive,Not at all positive,Somewhat positive,Quite important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Somewhat clearly,A little bit of input,Somewhat friendly,Almost never,Slightly caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Somewhat challenging
m9-19,y,Quite enthusiastic,Trusted quite a bit,Quite positive,Somewhat supportive,Extremely respectful,Extremely optimistic,Sometimes,Extremely supportive,Somewhat positive,Quite positive,Extremely important,Quite positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Not at all clearly,A little bit of input,Quite friendly,Almost never,Somewhat caring,Slightly supportive,Trust some,Slightly respectful,Somewhat challenging
m9-20,y,Quite enthusiastic,Trusted a tremendous amount,Extremely positive,Extremely supportive,Quite respectful,Quite optimistic,Almost all the time,Quite supportive,Extremely positive,Quite positive,Extremely important,Extremely positive,Somewhat effectively,Quite knowledgeable,Quite responsive,Quite effective,Extremely clearly,Some input,Quite friendly,Almost never,Quite caring,Extremely supportive,Trust some,Slightly respectful,Quite challenging
m9-21,y,Quite enthusiastic,Trusted a little bit,Not at all positive,Extremely supportive,Slightly respectful,Not at all optimistic,Almost all the time,Slightly supportive,Somewhat positive,Somewhat positive,Slightly important,Somewhat positive,Quite effectively,Somewhat knowledgeable,Quite responsive,Extremely effective,Extremely clearly,A tremendous amount of input,Extremely friendly,Frequently,Extremely caring,Quite supportive,Trust a tremendous amount,Extremely respectful,Somewhat challenging
m9-22,y,Not at all enthusiastic,Trusted a little bit,Slightly positive,Not at all supportive,Somewhat respectful,Slightly optimistic,Once in a while,Not at all supportive,Somewhat positive,Somewhat positive,Quite important,Quite positive,Extremely effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Quite clearly,Quite a bit of input,Slightly friendly,Frequently,Somewhat caring,Somewhat supportive,Trust a little bit,Not at all respectful,Extremely challenging
m9-23,y,Extremely enthusiastic,Trusted a tremendous amount,Extremely positive,Extremely supportive,Somewhat respectful,Quite optimistic,Sometimes,Extremely supportive,Quite positive,Somewhat positive,Slightly important,Not at all positive,Not at all effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,A little bit of input,Slightly friendly,Sometimes,Somewhat caring,Quite supportive,Trust quite a bit,Somewhat respectful,Slightly challenging
m9-28,y,Somewhat enthusiastic,Not at all trusted,Slightly positive,Somewhat supportive,Somewhat respectful,Not at all optimistic,Once in a while,Somewhat supportive,Somewhat positive,Somewhat positive,Somewhat important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Not at all effective,Not at all clearly,Some input,Slightly friendly,Almost never,Somewhat caring,Quite supportive,Trust a tremendous amount,Quite respectful,Not at all challenging
m9-31,y,Extremely enthusiastic,Not at all trusted,Quite positive,Quite supportive,Extremely respectful,Somewhat optimistic,Almost all the time,Somewhat supportive,Slightly positive,Not at all positive,Slightly important,Not at all positive,Not at all effectively,Somewhat knowledgeable,Quite responsive,Extremely effective,Quite clearly,Quite a bit of input,Quite friendly,Almost all the time,Extremely caring,Extremely supportive,Trust quite a bit,Quite respectful,Somewhat challenging
m9-34,y,Not at all enthusiastic,Trusted quite a bit,Somewhat positive,Slightly supportive,Quite respectful,Quite optimistic,Sometimes,Quite supportive,Quite positive,Somewhat positive,Somewhat important,Slightly positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Somewhat effective,Somewhat clearly,Some input,Slightly friendly,Almost all the time,Somewhat caring,Slightly supportive,Trust a little bit,Slightly respectful,Extremely challenging
m9-36,y,Extremely enthusiastic,Trusted a tremendous amount,Not at all positive,Somewhat supportive,Somewhat respectful,Not at all optimistic,Frequently,Not at all supportive,Somewhat positive,Somewhat positive,Somewhat important,Quite positive,Extremely effectively,Extremely knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Almost no input,Somewhat friendly,Once in a while,Somewhat caring,Slightly supportive,Trust some,Somewhat respectful,Slightly challenging
m9-39,y,Quite enthusiastic,Trusted a tremendous amount,Extremely positive,Quite supportive,Extremely respectful,Quite optimistic,Sometimes,Somewhat supportive,Somewhat positive,Somewhat positive,Quite important,Quite positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,Quite a bit of input,Slightly friendly,Frequently,Not at all caring,Slightly supportive,Trust some,Somewhat respectful,Quite challenging
m9-40,y,Extremely enthusiastic,Trusted a little bit,Extremely positive,Extremely supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Quite supportive,Extremely positive,Slightly positive,Not important at all,Slightly positive,Not at all effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Slightly clearly,Almost no input,Slightly friendly,Almost all the time,Somewhat caring,Slightly supportive,Trust a little bit,Not at all respectful,Extremely challenging
m9-41,y,Not at all enthusiastic,Trusted somewhat,Quite positive,Slightly supportive,Extremely respectful,Somewhat optimistic,Once in a while,Quite supportive,Extremely positive,Slightly positive,Somewhat important,Quite positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Somewhat friendly,Sometimes,Quite caring,Extremely supportive,Trust some,Somewhat respectful,Somewhat challenging
m9-43,y,Somewhat enthusiastic,Not at all trusted,Not at all positive,Somewhat supportive,Not at all respectful,Slightly optimistic,Once in a while,Somewhat supportive,Somewhat positive,Slightly positive,Slightly important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Not at all effective,Somewhat clearly,Quite a bit of input,Somewhat friendly,Almost never,Somewhat caring,Quite supportive,Trust some,Somewhat respectful,Somewhat challenging
m9-45,y,Quite enthusiastic,Trusted a little bit,Not at all positive,Somewhat supportive,Slightly respectful,Somewhat optimistic,Frequently,Somewhat supportive,Quite positive,Somewhat positive,Somewhat important,Slightly positive,Not at all effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Quite clearly,Some input,Extremely friendly,Frequently,Quite caring,Extremely supportive,Trust some,Slightly respectful,Quite challenging
m9-47,y,Somewhat enthusiastic,Trusted a little bit,Slightly positive,Quite supportive,Somewhat respectful,Somewhat optimistic,Frequently,Slightly supportive,Somewhat positive,Slightly positive,Slightly important,Slightly positive,Not at all effectively,Not knowledgeable at all,Not at all responsive,Somewhat effective,Slightly clearly,Almost no input,Extremely friendly,Once in a while,Extremely caring,Extremely supportive,Trust quite a bit,Somewhat respectful,Slightly challenging
m9-48,y,Extremely enthusiastic,Trusted a tremendous amount,Extremely positive,Extremely supportive,Extremely respectful,Quite optimistic,Frequently,Quite supportive,Extremely positive,Extremely positive,Somewhat important,Slightly positive,Not at all effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Somewhat clearly,A little bit of input,Quite friendly,Sometimes,Quite caring,Extremely supportive,Trust quite a bit,Somewhat respectful,Somewhat challenging
m9-50,y,Quite enthusiastic,Trusted quite a bit,Slightly positive,Quite supportive,Not at all respectful,Slightly optimistic,Sometimes,Somewhat supportive,Somewhat positive,Somewhat positive,Quite important,Somewhat positive,Quite effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Quite friendly,Almost never,Quite caring,Quite supportive,Trust some,Quite respectful,Somewhat challenging
m9-51,y,Quite enthusiastic,Not at all trusted,Quite positive,Extremely supportive,Somewhat respectful,Quite optimistic,Almost all the time,Somewhat supportive,Slightly positive,Not at all positive,Somewhat important,Quite positive,Quite effectively,Extremely knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,A tremendous amount of input,Quite friendly,Sometimes,Somewhat caring,Quite supportive,Trust a tremendous amount,Extremely respectful,Not at all challenging
m9-52,y,Extremely enthusiastic,Trusted quite a bit,Not at all positive,Quite supportive,Somewhat respectful,Slightly optimistic,Frequently,Not at all supportive,Slightly positive,Somewhat positive,Slightly important,Slightly positive,Not at all effectively,Not knowledgeable at all,Slightly responsive,Not at all effective,Slightly clearly,Almost no input,Extremely friendly,Frequently,Somewhat caring,Somewhat supportive,Trust a little bit,Not at all respectful,Somewhat challenging
m9-57,y,Extremely enthusiastic,Trusted quite a bit,Somewhat positive,Extremely supportive,Slightly respectful,Slightly optimistic,Almost all the time,Not at all supportive,Not at all positive,Quite positive,Quite important,Quite positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Slightly effective,Somewhat clearly,Quite a bit of input,Quite friendly,Almost all the time,Quite caring,Somewhat supportive,Trust a little bit,Not at all respectful,Quite challenging
m9-59,y,Slightly enthusiastic,Trusted a tremendous amount,Somewhat positive,Somewhat supportive,Slightly respectful,Slightly optimistic,Once in a while,Somewhat supportive,Somewhat positive,Somewhat positive,Somewhat important,Somewhat positive,Quite effectively,Somewhat knowledgeable,Slightly responsive,Not at all effective,Somewhat clearly,Some input,Not at all friendly,Sometimes,Somewhat caring,Slightly supportive,Trust a little bit,Somewhat respectful,Somewhat challenging
m9-63,y,Quite enthusiastic,Trusted somewhat,Slightly positive,Quite supportive,Somewhat respectful,Slightly optimistic,Sometimes,Not at all supportive,Slightly positive,Quite positive,Somewhat important,Somewhat positive,Quite effectively,Extremely knowledgeable,Extremely responsive,Extremely effective,Quite clearly,A tremendous amount of input,Slightly friendly,Almost all the time,Slightly caring,Slightly supportive,Trust a little bit,Slightly respectful,Quite challenging
m9-67,y,Somewhat enthusiastic,Not at all trusted,Slightly positive,Somewhat supportive,Not at all respectful,Not at all optimistic,Sometimes,Somewhat supportive,Quite positive,Somewhat positive,Slightly important,Slightly positive,Slightly effectively,Slightly knowledgeable,Not at all responsive,Not at all effective,Slightly clearly,Some input,Quite friendly,Sometimes,Quite caring,Extremely supportive,Trust quite a bit,Extremely respectful,Not at all challenging
m9-71,y,Extremely enthusiastic,Trusted a little bit,Somewhat positive,Quite supportive,Quite respectful,Slightly optimistic,Almost all the time,Not at all supportive,Slightly positive,Not at all positive,Slightly important,Not at all positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Quite effective,Quite clearly,Quite a bit of input,Extremely friendly,Sometimes,Somewhat caring,Slightly supportive,Trust some,Somewhat respectful,Somewhat challenging
m9-72,y,Extremely enthusiastic,Trusted quite a bit,Extremely positive,Somewhat supportive,Extremely respectful,Quite optimistic,Frequently,Extremely supportive,Extremely positive,Quite positive,Somewhat important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Not at all effective,Somewhat clearly,Quite a bit of input,Quite friendly,Almost never,Quite caring,Quite supportive,Trust some,Quite respectful,Slightly challenging
m9-73,y,Extremely enthusiastic,Trusted somewhat,Extremely positive,Extremely supportive,Somewhat respectful,Extremely optimistic,Sometimes,Somewhat supportive,Slightly positive,Quite positive,Somewhat important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Somewhat responsive,Quite effective,Somewhat clearly,Quite a bit of input,Somewhat friendly,Almost all the time,Quite caring,Quite supportive,Trust quite a bit,Quite respectful,Somewhat challenging
m9-79,y,Quite enthusiastic,Trusted a little bit,Somewhat positive,Extremely supportive,Somewhat respectful,Slightly optimistic,Sometimes,Somewhat supportive,Quite positive,Somewhat positive,Slightly important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Slightly responsive,Somewhat effective,Slightly clearly,Some input,Somewhat friendly,Once in a while,Somewhat caring,Slightly supportive,Trust some,Slightly respectful,Extremely challenging
m9-80,y,Somewhat enthusiastic,Trusted somewhat,Extremely positive,Quite supportive,Somewhat respectful,Extremely optimistic,Almost all the time,Somewhat supportive,Somewhat positive,Quite positive,Somewhat important,Slightly positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Somewhat effective,Quite clearly,Quite a bit of input,Quite friendly,Frequently,Extremely caring,Quite supportive,Trust quite a bit,Extremely respectful,Slightly challenging
m9-82,y,Slightly enthusiastic,Trusted somewhat,Quite positive,Somewhat supportive,Quite respectful,Extremely optimistic,Frequently,Somewhat supportive,Slightly positive,Quite positive,Quite important,Extremely positive,Somewhat effectively,Quite knowledgeable,Extremely responsive,Extremely effective,Quite clearly,Quite a bit of input,Quite friendly,Almost all the time,Somewhat caring,Quite supportive,Trust quite a bit,Somewhat respectful,Slightly challenging
m9-85,y,Somewhat enthusiastic,Trusted a little bit,Quite positive,Slightly supportive,Quite respectful,Quite optimistic,Once in a while,Quite supportive,Somewhat positive,Slightly positive,Somewhat important,Slightly positive,Not at all effectively,Not knowledgeable at all,Somewhat responsive,Somewhat effective,Slightly clearly,Some input,Somewhat friendly,Almost never,Slightly caring,Not at all supportive,Trust some,Somewhat respectful,Somewhat challenging
m9-87,y,Extremely enthusiastic,Trusted quite a bit,Slightly positive,Quite supportive,Slightly respectful,Not at all optimistic,Sometimes,Not at all supportive,Somewhat positive,Quite positive,Somewhat important,Somewhat positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,Some input,Quite friendly,Sometimes,Quite caring,Somewhat supportive,Trust a little bit,Slightly respectful,Extremely challenging
m9-88,y,Somewhat enthusiastic,Trusted a tremendous amount,Somewhat positive,Quite supportive,Slightly respectful,Slightly optimistic,Sometimes,Not at all supportive,Somewhat positive,Extremely positive,Extremely important,Quite positive,Extremely effectively,Extremely knowledgeable,Extremely responsive,Somewhat effective,Slightly clearly,A little bit of input,Quite friendly,Frequently,Quite caring,Quite supportive,Trust some,Quite respectful,Not at all challenging
