"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
m3-1,n,,,,,,,,,,,,,,,,,,,,,,,,,
m3-2,y,Not at all enthusiastic,Trusted a tremendous amount,Somewhat positive,Somewhat supportive,Somewhat respectful,Slightly optimistic,Frequently,Not at all supportive,Somewhat positive,Quite positive,Somewhat important,Quite positive,Extremely effectively,Extremely knowledgeable,Quite responsive,Extremely effective,Quite clearly,Some input,Somewhat friendly,Sometimes,Somewhat caring,Somewhat supportive,Trust a little bit,Slightly respectful,Somewhat challenging
m3-3,n,,,,,,,,,,,,,,,,,,,,,,,,,
m3-4,y,Slightly enthusiastic,Trusted quite a bit,Somewhat positive,Not at all supportive,Quite respectful,Quite optimistic,Almost never,Quite supportive,Somewhat positive,Quite positive,Somewhat important,Slightly positive,Not at all effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Not at all clearly,Some input,Slightly friendly,Almost never,Somewhat caring,Somewhat supportive,Trust a little bit,Not at all respectful,Quite challenging
m3-5,y,Slightly enthusiastic,Trusted somewhat,Slightly positive,Not at all supportive,Somewhat respectful,Somewhat optimistic,Once in a while,Quite supportive,Somewhat positive,Somewhat positive,Somewhat important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Not at all responsive,Not at all effective,Slightly clearly,Almost no input,Somewhat friendly,Once in a while,Quite caring,Quite supportive,Trust a tremendous amount,Extremely respectful,Somewhat challenging
m3-6,y,Somewhat enthusiastic,Trusted somewhat,Slightly positive,Slightly supportive,Slightly respectful,Slightly optimistic,Sometimes,Not at all supportive,Somewhat positive,Slightly positive,Somewhat important,Quite positive,Quite effectively,Extremely knowledgeable,Somewhat responsive,Quite effective,Quite clearly,Quite a bit of input,Slightly friendly,Sometimes,Not at all caring,Not at all supportive,Trust a little bit,Not at all respectful,Somewhat challenging
m3-7,n,,,,,,,,,,,,,,,,,,,,,,,,,
m3-8,y,Quite enthusiastic,Trusted a tremendous amount,Somewhat positive,Somewhat supportive,Slightly respectful,Slightly optimistic,Frequently,Slightly supportive,Somewhat positive,Quite positive,Extremely important,Somewhat positive,Somewhat effectively,Quite knowledgeable,Quite responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Quite friendly,Frequently,Quite caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Slightly challenging
m3-9,y,Not at all enthusiastic,Trusted quite a bit,Quite positive,Somewhat supportive,Quite respectful,Quite optimistic,Sometimes,Extremely supportive,Somewhat positive,Extremely positive,Quite important,Somewhat positive,Somewhat effectively,Somewhat knowledgeable,Slightly responsive,Not at all effective,Slightly clearly,Some input,Quite friendly,Almost all the time,Extremely caring,Quite supportive,Trust some,Somewhat respectful,Slightly challenging
m3-10,n,,,,,,,,,,,,,,,,,,,,,,,,,
m3-11,n,,,,,,,,,,,,,,,,,,,,,,,,,
