"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
m10-1,y,Somewhat enthusiastic,Not at all trusted,Slightly positive,Slightly supportive,Somewhat respectful,Somewhat optimistic,Once in a while,Slightly supportive,Slightly positive,Not at all positive,Slightly important,Somewhat positive,Quite effectively,Quite knowledgeable,Extremely responsive,Quite effective,Quite clearly,Quite a bit of input,Somewhat friendly,Sometimes,Quite caring,Quite supportive,Trust a tremendous amount,Quite respectful,Somewhat challenging
m10-5,y,Not at all enthusiastic,Trusted somewhat,Quite positive,Not at all supportive,Somewhat respectful,Quite optimistic,Sometimes,Somewhat supportive,Slightly positive,Somewhat positive,Quite important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Slightly clearly,A little bit of input,Slightly friendly,Sometimes,Slightly caring,Slightly supportive,Trust a little bit,Somewhat respectful,Slightly challenging
m10-6,y,Slightly enthusiastic,Trusted a tremendous amount,Extremely positive,Not at all supportive,Somewhat respectful,Quite optimistic,Once in a while,Somewhat supportive,Somewhat positive,Somewhat positive,Slightly important,Slightly positive,Slightly effectively,Not knowledgeable at all,Somewhat responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Somewhat friendly,Frequently,Slightly caring,Not at all supportive,Do not trust at all,Somewhat respectful,Somewhat challenging
m10-7,y,Somewhat enthusiastic,Trusted a little bit,Extremely positive,Slightly supportive,Quite respectful,Extremely optimistic,Almost never,Somewhat supportive,Quite positive,Not at all positive,Somewhat important,Slightly positive,Slightly effectively,Not knowledgeable at all,Slightly responsive,Slightly effective,Slightly clearly,Some input,Somewhat friendly,Frequently,Quite caring,Quite supportive,Trust some,Quite respectful,Not at all challenging
m10-9,y,Extremely enthusiastic,Trusted a tremendous amount,Slightly positive,Quite supportive,Slightly respectful,Not at all optimistic,Frequently,Slightly supportive,Not at all positive,Quite positive,Extremely important,Quite positive,Quite effectively,Extremely knowledgeable,Quite responsive,Quite effective,Somewhat clearly,A little bit of input,Somewhat friendly,Almost never,Slightly caring,Not at all supportive,Trust a little bit,Slightly respectful,Extremely challenging
m10-11,y,Quite enthusiastic,Trusted a little bit,Somewhat positive,Somewhat supportive,Quite respectful,Somewhat optimistic,Frequently,Somewhat supportive,Slightly positive,Slightly positive,Somewhat important,Slightly positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Somewhat effective,Quite clearly,Quite a bit of input,Somewhat friendly,Once in a while,Slightly caring,Somewhat supportive,Trust quite a bit,Quite respectful,Slightly challenging
m10-13,y,Slightly enthusiastic,Trusted a tremendous amount,Extremely positive,Somewhat supportive,Somewhat respectful,Quite optimistic,Once in a while,Extremely supportive,Somewhat positive,Somewhat positive,Somewhat important,Somewhat positive,Quite effectively,Extremely knowledgeable,Quite responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Somewhat friendly,Once in a while,Slightly caring,Not at all supportive,Trust some,Slightly respectful,Somewhat challenging
m10-14,y,Somewhat enthusiastic,Not at all trusted,Quite positive,Somewhat supportive,Quite respectful,Extremely optimistic,Once in a while,Quite supportive,Somewhat positive,Somewhat positive,Slightly important,Not at all positive,Not at all effectively,Slightly knowledgeable,Not at all responsive,Somewhat effective,Slightly clearly,Almost no input,Slightly friendly,Frequently,Not at all caring,Somewhat supportive,Trust a little bit,Somewhat respectful,Slightly challenging
m10-15,y,Not at all enthusiastic,Not at all trusted,Extremely positive,Not at all supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Slightly supportive,Not at all positive,Slightly positive,Somewhat important,Quite positive,Quite effectively,Quite knowledgeable,Quite responsive,Extremely effective,Extremely clearly,Quite a bit of input,Slightly friendly,Almost all the time,Somewhat caring,Quite supportive,Trust a tremendous amount,Quite respectful,Not at all challenging
m10-16,y,Quite enthusiastic,Trusted a little bit,Slightly positive,Quite supportive,Not at all respectful,Not at all optimistic,Almost all the time,Somewhat supportive,Quite positive,Not at all positive,Slightly important,Slightly positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Somewhat clearly,Some input,Quite friendly,Frequently,Somewhat caring,Somewhat supportive,Trust some,Somewhat respectful,Quite challenging
m10-17,y,Not at all enthusiastic,Trusted a little bit,Slightly positive,Slightly supportive,Not at all respectful,Not at all optimistic,Once in a while,Slightly supportive,Not at all positive,Slightly positive,Not important at all,Slightly positive,Not at all effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Some input,Somewhat friendly,Sometimes,Quite caring,Somewhat supportive,Trust some,Quite respectful,Somewhat challenging
m10-20,y,Not at all enthusiastic,Trusted a little bit,Slightly positive,Somewhat supportive,Not at all respectful,Not at all optimistic,Sometimes,Not at all supportive,Slightly positive,Slightly positive,Somewhat important,Quite positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Extremely effective,Quite clearly,Some input,Quite friendly,Almost all the time,Quite caring,Quite supportive,Trust a tremendous amount,Extremely respectful,Somewhat challenging
m10-22,y,Not at all enthusiastic,Trusted somewhat,Not at all positive,Somewhat supportive,Not at all respectful,Not at all optimistic,Once in a while,Slightly supportive,Slightly positive,Slightly positive,Somewhat important,Somewhat positive,Quite effectively,Somewhat knowledgeable,Quite responsive,Extremely effective,Quite clearly,Some input,Somewhat friendly,Once in a while,Somewhat caring,Quite supportive,Trust a tremendous amount,Somewhat respectful,Somewhat challenging
m10-23,y,Extremely enthusiastic,Not at all trusted,Somewhat positive,Somewhat supportive,Slightly respectful,Quite optimistic,Sometimes,Quite supportive,Somewhat positive,Slightly positive,Not important at all,Not at all positive,Somewhat effectively,Quite knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,Some input,Quite friendly,Almost never,Extremely caring,Quite supportive,Trust quite a bit,Extremely respectful,Slightly challenging
m10-25,y,Not at all enthusiastic,Trusted a little bit,Extremely positive,Not at all supportive,Somewhat respectful,Somewhat optimistic,Almost never,Quite supportive,Quite positive,Somewhat positive,Quite important,Extremely positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,A little bit of input,Slightly friendly,Sometimes,Somewhat caring,Slightly supportive,Do not trust at all,Slightly respectful,Quite challenging
m10-27,y,Slightly enthusiastic,Trusted a little bit,Quite positive,Somewhat supportive,Somewhat respectful,Extremely optimistic,Sometimes,Extremely supportive,Quite positive,Not at all positive,Somewhat important,Somewhat positive,Somewhat effectively,Quite knowledgeable,Extremely responsive,Extremely effective,Quite clearly,Some input,Quite friendly,Sometimes,Somewhat caring,Somewhat supportive,Trust some,Slightly respectful,Somewhat challenging
m10-29,y,Quite enthusiastic,Trusted a tremendous amount,Slightly positive,Quite supportive,Somewhat respectful,Not at all optimistic,Sometimes,Slightly supportive,Not at all positive,Quite positive,Somewhat important,Slightly positive,Not at all effectively,Not knowledgeable at all,Somewhat responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Slightly friendly,Almost all the time,Slightly caring,Somewhat supportive,Trust a little bit,Somewhat respectful,Somewhat challenging
m10-30,y,Extremely enthusiastic,Trusted somewhat,Somewhat positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Quite supportive,Extremely positive,Quite positive,Quite important,Extremely positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Quite friendly,Almost never,Quite caring,Somewhat supportive,Trust a little bit,Not at all respectful,Extremely challenging
m10-31,y,Quite enthusiastic,Trusted somewhat,Somewhat positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Slightly supportive,Somewhat positive,Slightly positive,Not important at all,Somewhat positive,Quite effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Slightly clearly,Almost no input,Slightly friendly,Almost never,Slightly caring,Somewhat supportive,Trust some,Somewhat respectful,Slightly challenging
m10-34,y,Somewhat enthusiastic,Trusted a little bit,Somewhat positive,Quite supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Somewhat supportive,Somewhat positive,Somewhat positive,Slightly important,Not at all positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Not at all clearly,Almost no input,Slightly friendly,Almost never,Slightly caring,Slightly supportive,Do not trust at all,Slightly respectful,Quite challenging
m10-36,y,Slightly enthusiastic,Trusted somewhat,Slightly positive,Not at all supportive,Slightly respectful,Slightly optimistic,Sometimes,Slightly supportive,Slightly positive,Quite positive,Somewhat important,Slightly positive,Slightly effectively,Slightly knowledgeable,Not at all responsive,Not at all effective,Slightly clearly,A little bit of input,Slightly friendly,Sometimes,Slightly caring,Slightly supportive,Trust some,Slightly respectful,Quite challenging
m10-37,y,Not at all enthusiastic,Trusted quite a bit,Extremely positive,Slightly supportive,Extremely respectful,Quite optimistic,Almost never,Extremely supportive,Somewhat positive,Somewhat positive,Slightly important,Slightly positive,Slightly effectively,Slightly knowledgeable,Slightly responsive,Not at all effective,Somewhat clearly,A little bit of input,Slightly friendly,Sometimes,Slightly caring,Somewhat supportive,Trust quite a bit,Quite respectful,Not at all challenging
m10-38,y,Not at all enthusiastic,Trusted quite a bit,Not at all positive,Slightly supportive,Slightly respectful,Not at all optimistic,Once in a while,Slightly supportive,Slightly positive,Somewhat positive,Slightly important,Not at all positive,Slightly effectively,Somewhat knowledgeable,Slightly responsive,Not at all effective,Not at all clearly,Almost no input,Somewhat friendly,Almost all the time,Quite caring,Extremely supportive,Trust some,Quite respectful,Slightly challenging
m10-39,y,Quite enthusiastic,Trusted a tremendous amount,Extremely positive,Quite supportive,Somewhat respectful,Quite optimistic,Sometimes,Somewhat supportive,Somewhat positive,Quite positive,Extremely important,Quite positive,Quite effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Slightly clearly,A little bit of input,Slightly friendly,Once in a while,Not at all caring,Somewhat supportive,Trust a little bit,Somewhat respectful,Quite challenging
m10-44,y,Extremely enthusiastic,Not at all trusted,Not at all positive,Quite supportive,Slightly respectful,Slightly optimistic,Almost all the time,Somewhat supportive,Slightly positive,Not at all positive,Somewhat important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Somewhat friendly,Almost all the time,Slightly caring,Not at all supportive,Do not trust at all,Somewhat respectful,Somewhat challenging
