id,answered,enthusiastic_students,staff_trusted,positive_colleagues,supportive_students,respectful_staff_students,optimistic_improvement,students_help_students,colleagues_support_initiatives,positive_environment,positive_leaders,leaders_important_staff_satisfied,leaders_positive_influence,leaders_communicate_effective,leaders_knowledge,leaders_responsive,leaders_effective_rules,leaders_clear_goals,staff_input,friendly_families,meet_families,caring_families,supportive_families,trust_parents,respectful_parents,challenging_families
m2-1,y,Not at all enthusiastic,Trusted a little bit,Somewhat positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Quite supportive,Quite positive,Slightly positive,Slightly important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Not at all clearly,Some input,Somewhat friendly,Frequently,Quite caring,Extremely supportive,Trust a tremendous amount,Extremely respectful,Slightly challenging
m2-2,y,Slightly enthusiastic,Trusted somewhat,Extremely positive,Slightly supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Slightly supportive,Not at all positive,Slightly positive,Somewhat important,Slightly positive,Not at all effectively,Not knowledgeable at all,Somewhat responsive,Quite effective,Extremely clearly,Quite a bit of input,Quite friendly,Almost all the time,Extremely caring,Extremely supportive,Trust a tremendous amount,Quite respectful,Somewhat challenging
m2-3,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-4,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-5,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-6,y,Slightly enthusiastic,Trusted a little bit,Somewhat positive,Somewhat supportive,Somewhat respectful,Slightly optimistic,Once in a while,Slightly supportive,Somewhat positive,Not at all positive,Slightly important,Somewhat positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Almost no input,Somewhat friendly,Sometimes,Slightly caring,Not at all supportive,Do not trust at all,Slightly respectful,Extremely challenging
m2-7,y,Quite enthusiastic,Trusted a little bit,Not at all positive,Extremely supportive,Somewhat respectful,Not at all optimistic,Sometimes,Somewhat supportive,Slightly positive,Slightly positive,Slightly important,Slightly positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Somewhat effective,Slightly clearly,A little bit of input,Somewhat friendly,Once in a while,Slightly caring,Not at all supportive,Trust some,Quite respectful,Slightly challenging
m2-8,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-9,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-10,y,Slightly enthusiastic,Trusted somewhat,Slightly positive,Slightly supportive,Slightly respectful,Not at all optimistic,Once in a while,Slightly supportive,Not at all positive,Somewhat positive,Slightly important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Not at all responsive,Somewhat effective,Somewhat clearly,Some input,Not at all friendly,Frequently,Somewhat caring,Somewhat supportive,Trust a little bit,Somewhat respectful,Slightly challenging
m2-11,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-12,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-13,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-14,y,Somewhat enthusiastic,Trusted a tremendous amount,Quite positive,Somewhat supportive,Quite respectful,Somewhat optimistic,Frequently,Somewhat supportive,Somewhat positive,Quite positive,Somewhat important,Quite positive,Somewhat effectively,Quite knowledgeable,Quite responsive,Quite effective,Quite clearly,Quite a bit of input,Somewhat friendly,Almost never,Quite caring,Quite supportive,Trust some,Quite respectful,Not at all challenging
m2-15,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-16,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-17,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-18,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-19,y,Extremely enthusiastic,Trusted quite a bit,Somewhat positive,Quite supportive,Slightly respectful,Slightly optimistic,Almost all the time,Not at all supportive,Somewhat positive,Quite positive,Somewhat important,Slightly positive,Slightly effectively,Slightly knowledgeable,Slightly responsive,Slightly effective,Slightly clearly,Some input,Quite friendly,Sometimes,Extremely caring,Quite supportive,Trust quite a bit,Somewhat respectful,Slightly challenging
m2-20,y,Slightly enthusiastic,Trusted a little bit,Quite positive,Somewhat supportive,Extremely respectful,Quite optimistic,Frequently,Extremely supportive,Extremely positive,Not at all positive,Somewhat important,Slightly positive,Slightly effectively,Not knowledgeable at all,Slightly responsive,Slightly effective,Somewhat clearly,Quite a bit of input,Extremely friendly,Once in a while,Quite caring,Quite supportive,Trust some,Quite respectful,Slightly challenging
m2-21,y,Somewhat enthusiastic,Trusted quite a bit,Not at all positive,Somewhat supportive,Not at all respectful,Slightly optimistic,Sometimes,Not at all supportive,Slightly positive,Somewhat positive,Quite important,Quite positive,Extremely effectively,Extremely knowledgeable,Quite responsive,Quite effective,Extremely clearly,A tremendous amount of input,Quite friendly,Almost never,Quite caring,Somewhat supportive,Trust some,Quite respectful,Slightly challenging
m2-22,y,Quite enthusiastic,Trusted quite a bit,Not at all positive,Quite supportive,Not at all respectful,Not at all optimistic,Sometimes,Slightly supportive,Slightly positive,Extremely positive,Quite important,Somewhat positive,Quite effectively,Quite knowledgeable,Quite responsive,Quite effective,Extremely clearly,Some input,Somewhat friendly,Frequently,Quite caring,Extremely supportive,Trust some,Slightly respectful,Somewhat challenging
m2-23,y,Not at all enthusiastic,Not at all trusted,Somewhat positive,Slightly supportive,Slightly respectful,Slightly optimistic,Once in a while,Slightly supportive,Not at all positive,Somewhat positive,Somewhat important,Quite positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,A little bit of input,Somewhat friendly,Once in a while,Quite caring,Extremely supportive,Trust some,Slightly respectful,Somewhat challenging
m2-24,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-25,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-26,y,Quite enthusiastic,Trusted quite a bit,Somewhat positive,Quite supportive,Slightly respectful,Quite optimistic,Frequently,Somewhat supportive,Somewhat positive,Extremely positive,Quite important,Quite positive,Quite effectively,Extremely knowledgeable,Extremely responsive,Somewhat effective,Quite clearly,Some input,Extremely friendly,Sometimes,Somewhat caring,Quite supportive,Trust some,Somewhat respectful,Quite challenging
m2-27,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-28,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-29,y,Quite enthusiastic,Trusted a tremendous amount,Not at all positive,Quite supportive,Not at all respectful,Somewhat optimistic,Almost all the time,Somewhat supportive,Quite positive,Extremely positive,Quite important,Extremely positive,Somewhat effectively,Quite knowledgeable,Somewhat responsive,Quite effective,Quite clearly,Quite a bit of input,Extremely friendly,Almost never,Quite caring,Somewhat supportive,Trust some,Slightly respectful,Quite challenging
m2-30,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-31,y,Quite enthusiastic,Trusted a tremendous amount,Slightly positive,Somewhat supportive,Not at all respectful,Not at all optimistic,Frequently,Slightly supportive,Somewhat positive,Quite positive,Extremely important,Quite positive,Extremely effectively,Quite knowledgeable,Quite responsive,Quite effective,Extremely clearly,A tremendous amount of input,Quite friendly,Almost never,Quite caring,Extremely supportive,Trust some,Quite respectful,Somewhat challenging
m2-32,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-33,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-34,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-35,y,Not at all enthusiastic,Not at all trusted,Slightly positive,Somewhat supportive,Slightly respectful,Slightly optimistic,Sometimes,Not at all supportive,Slightly positive,Slightly positive,Slightly important,Not at all positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Not at all effective,Somewhat clearly,Some input,Somewhat friendly,Sometimes,Slightly caring,Somewhat supportive,Trust a little bit,Slightly respectful,Extremely challenging
m2-36,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-37,y,Slightly enthusiastic,Trusted a tremendous amount,Extremely positive,Not at all supportive,Somewhat respectful,Extremely optimistic,Sometimes,Quite supportive,Quite positive,Quite positive,Quite important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Some input,Somewhat friendly,Sometimes,Slightly caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Somewhat challenging
m2-38,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-39,y,Somewhat enthusiastic,Trusted a little bit,Somewhat positive,Quite supportive,Somewhat respectful,Quite optimistic,Almost all the time,Quite supportive,Extremely positive,Somewhat positive,Somewhat important,Quite positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,Some input,Quite friendly,Once in a while,Quite caring,Quite supportive,Trust quite a bit,Somewhat respectful,Quite challenging
m2-40,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-41,y,Quite enthusiastic,Trusted somewhat,Not at all positive,Quite supportive,Not at all respectful,Not at all optimistic,Frequently,Somewhat supportive,Slightly positive,Quite positive,Quite important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Not at all clearly,Some input,Somewhat friendly,Almost all the time,Quite caring,Somewhat supportive,Trust some,Quite respectful,Not at all challenging
m2-42,y,Somewhat enthusiastic,Trusted quite a bit,Somewhat positive,Somewhat supportive,Slightly respectful,Slightly optimistic,Frequently,Slightly supportive,Slightly positive,Quite positive,Extremely important,Quite positive,Somewhat effectively,Quite knowledgeable,Extremely responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Somewhat friendly,Frequently,Slightly caring,Slightly supportive,Do not trust at all,Slightly respectful,Extremely challenging
m2-43,y,Not at all enthusiastic,Trusted a tremendous amount,Quite positive,Not at all supportive,Quite respectful,Extremely optimistic,Sometimes,Quite supportive,Extremely positive,Quite positive,Somewhat important,Quite positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Slightly effective,Slightly clearly,Almost no input,Quite friendly,Almost all the time,Extremely caring,Somewhat supportive,Trust some,Somewhat respectful,Slightly challenging
m2-44,y,Quite enthusiastic,Not at all trusted,Extremely positive,Somewhat supportive,Somewhat respectful,Extremely optimistic,Sometimes,Extremely supportive,Somewhat positive,Somewhat positive,Somewhat important,Quite positive,Extremely effectively,Extremely knowledgeable,Quite responsive,Somewhat effective,Quite clearly,Some input,Slightly friendly,Frequently,Not at all caring,Somewhat supportive,Trust a little bit,Not at all respectful,Extremely challenging
m2-45,y,Extremely enthusiastic,Trusted quite a bit,Slightly positive,Somewhat supportive,Not at all respectful,Not at all optimistic,Sometimes,Slightly supportive,Somewhat positive,Somewhat positive,Slightly important,Slightly positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Some input,Slightly friendly,Frequently,Somewhat caring,Slightly supportive,Do not trust at all,Somewhat respectful,Quite challenging
m2-46,y,Quite enthusiastic,Trusted quite a bit,Extremely positive,Quite supportive,Somewhat respectful,Somewhat optimistic,Frequently,Quite supportive,Quite positive,Extremely positive,Quite important,Quite positive,Quite effectively,Somewhat knowledgeable,Slightly responsive,Not at all effective,Not at all clearly,Some input,Extremely friendly,Sometimes,Quite caring,Quite supportive,Trust a tremendous amount,Extremely respectful,Somewhat challenging
m2-47,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-48,y,Somewhat enthusiastic,Trusted somewhat,Not at all positive,Quite supportive,Slightly respectful,Slightly optimistic,Almost all the time,Somewhat supportive,Slightly positive,Slightly positive,Slightly important,Slightly positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Extremely effective,Quite clearly,A tremendous amount of input,Quite friendly,Almost all the time,Quite caring,Quite supportive,Trust quite a bit,Extremely respectful,Slightly challenging
m2-49,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
m2-50,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
