"id","answered","respect_teacher","concerned_teacher","visit_teachers","how_teacher","again_teacher","disrespectful_people","understand_people","energy_school","fights_students","connected_adults","space_school","online_bully","respect_students","fair_rules","school_violence","matter_others","behavior_students","adult_help","belong_school","excited_teachers","unfair_adults","teachers_race","think_race","honest_race","encourage_race","share_race","often_race","adults_race","school_race"
stu-m5-5,y,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,Almost always,Understand a little,Neither negative or positive,Frequently,Quite connected,Neither pleasant or unpleasant,Quite likely,No respect at all,Slightly unfair,Sometimes,Matter quite a bit,Hurts my learning some,Slightly difficult,Completely belong,Sometimes,Somewhat unfairly,Sometimes,Once in a while,Somewhat confident,Sometimes,Somewhat comfortable,Sometimes,Once in a while,Quite well
stu-m5-7,y,About half of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,Frequently,Understand a little,Slightly negative,Sometimes,Not at all connected,Slightly unpleasant,Extremely likely,Some respect,Neither unfair or fair,Frequently,Do not matter at all,Hurts my learning a little bit,Extremely difficult,Belong somewhat,Once in a while,Quite unfairly,Almost never,Sometimes,Slightly confident,Frequently,Slightly comfortable,Sometimes,Sometimes,Somewhat well
stu-m5-8,y,None of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,All of my teachers,Once in a while,Understand somewhat,Slightly positive,Almost never,Somewhat connected,Slightly pleasant,Somewhat likely,A tremendous amount of respect,Slightly fair,Sometimes,Matter quite a bit,Helps my learning some,Quite difficult,Completely belong,Sometimes,Extremely unfairly,Sometimes,Frequently,Quite confident,Sometimes,Somewhat comfortable,Sometimes,Once in a while,Quite well
stu-m5-12,y,Most of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,Most of my teachers,Frequently,Do not understand at all,Neither negative or positive,Sometimes,Somewhat connected,Neither pleasant or unpleasant,Quite likely,Some respect,Slightly unfair,Almost always,Do not matter at all,Helps my learning a little bit,Slightly difficult,Do not belong at all,Almost always,Not at all unfairly,Frequently,Once in a while,Extremely confident,Once in a while,Somewhat comfortable,Frequently,Almost always,Not at all well
stu-m5-14,y,A few of my teachers,None of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,Almost always,Understand somewhat,Slightly positive,Sometimes,Quite connected,Somewhat pleasant,Slightly likely,A little bit of respect,Somewhat fair,Almost never,Matter a tremendous amount,Hurts my learning a little bit,Not at all difficult,Belong quite a bit,Almost always,Slightly unfairly,Frequently,Frequently,Somewhat confident,Frequently,Quite comfortable,Frequently,Frequently,Quite well
stu-m5-17,y,A few of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,About half of my teachers,Almost always,Understand somewhat,Neither negative or positive,Sometimes,Quite connected,Neither pleasant or unpleasant,Quite likely,A little bit of respect,Neither unfair or fair,Frequently,Matter somewhat,Neither helps nor hurts my learning,Not at all difficult,Belong somewhat,Frequently,Somewhat unfairly,Sometimes,Almost never,Somewhat confident,Once in a while,Slightly comfortable,Frequently,Sometimes,Somewhat well
stu-m5-21,y,About half of my teachers,A few of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,Sometimes,Understand quite a bit,Neither negative or positive,Frequently,Quite connected,Slightly unpleasant,Slightly likely,No respect at all,Neither unfair or fair,Once in a while,Matter quite a bit,Hurts my learning a little bit,Slightly difficult,Completely belong,Frequently,Slightly unfairly,Sometimes,Once in a while,Somewhat confident,Almost always,Somewhat comfortable,Sometimes,Frequently,Quite well
stu-m5-24,y,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,Once in a while,Understand somewhat,Neither negative or positive,Frequently,Slightly connected,Neither pleasant or unpleasant,Somewhat likely,A little bit of respect,Slightly fair,Sometimes,Matter quite a bit,Hurts my learning a tremendous amount,Extremely difficult,Belong somewhat,Almost never,Somewhat unfairly,Sometimes,Sometimes,Somewhat confident,Sometimes,Somewhat comfortable,Frequently,Frequently,Quite well
stu-m5-27,y,A few of my teachers,None of my teachers,A few of my teachers,A few of my teachers,A few of my teachers,Once in a while,Completely understand,Slightly positive,Once in a while,Somewhat connected,Very pleasant,Not at all likely,A tremendous amount of respect,Slightly fair,Sometimes,Matter somewhat,Helps my learning some,Slightly difficult,Belong a little bit,Almost never,Not at all unfairly,Sometimes,Once in a while,Quite confident,Once in a while,Somewhat comfortable,Almost always,Sometimes,Slightly well
stu-m5-28,y,A few of my teachers,None of my teachers,None of my teachers,About half of my teachers,A few of my teachers,Once in a while,Completely understand,Neither negative or positive,Once in a while,Quite connected,Slightly pleasant,Somewhat likely,A tremendous amount of respect,Very fair,Sometimes,Matter quite a bit,Helps my learning a tremendous amount,Slightly difficult,Belong somewhat,Almost never,Slightly unfairly,Almost never,Almost always,Somewhat confident,Sometimes,Slightly comfortable,Frequently,Almost always,Somewhat well
stu-m5-29,y,Most of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,Sometimes,Understand somewhat,Slightly positive,Once in a while,Extremely connected,Somewhat pleasant,Somewhat likely,Some respect,Somewhat fair,Almost never,Matter somewhat,Neither helps nor hurts my learning,Not at all difficult,Belong a little bit,Sometimes,Slightly unfairly,Once in a while,Sometimes,Slightly confident,Sometimes,Somewhat comfortable,Sometimes,Frequently,Somewhat well
