"id","answered","respect_teacher","concerned_teacher","visit_teachers","how_teacher","again_teacher","disrespectful_people","understand_people","energy_school","fights_students","connected_adults","space_school","online_bully","respect_students","fair_rules","school_violence","matter_others","behavior_students","adult_help","belong_school","excited_teachers","unfair_adults","teachers_race","think_race","honest_race","encourage_race","share_race","often_race","adults_race","school_race"
stu-m11-2,y,A few of my teachers,A few of my teachers,A few of my teachers,About half of my teachers,Most of my teachers,Once in a while,Understand somewhat,Neither negative or positive,Frequently,Quite connected,Slightly pleasant,Somewhat likely,Some respect,Very fair,Sometimes,Matter quite a bit,Neither helps nor hurts my learning,Somewhat difficult,Belong somewhat,Frequently,Somewhat unfairly,Almost always,Almost always,Slightly confident,Frequently,Quite comfortable,Once in a while,Sometimes,Somewhat well
stu-m11-5,y,None of my teachers,None of my teachers,None of my teachers,About half of my teachers,Most of my teachers,Almost always,Understand a little,Slightly negative,Sometimes,Slightly connected,Neither pleasant or unpleasant,Somewhat likely,Quite a bit of respect,Slightly fair,Once in a while,Matter a tremendous amount,Helps my learning a tremendous amount,Quite difficult,Belong quite a bit,Frequently,Somewhat unfairly,Sometimes,Sometimes,Somewhat confident,Sometimes,Slightly comfortable,Once in a while,Frequently,Quite well
stu-m11-7,y,A few of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,Frequently,Understand somewhat,Slightly positive,Once in a while,Quite connected,Slightly pleasant,Quite likely,Quite a bit of respect,Somewhat fair,Once in a while,Matter somewhat,Neither helps nor hurts my learning,Slightly difficult,Belong somewhat,Sometimes,Somewhat unfairly,Frequently,Once in a while,Slightly confident,Sometimes,Quite comfortable,Almost never,Sometimes,Slightly well
stu-m11-16,y,None of my teachers,A few of my teachers,None of my teachers,None of my teachers,About half of my teachers,Frequently,Understand somewhat,Neither negative or positive,Once in a while,Somewhat connected,Neither pleasant or unpleasant,Somewhat likely,Quite a bit of respect,Slightly unfair,Almost always,Matter a little bit,Helps my learning a tremendous amount,Somewhat difficult,Belong somewhat,Once in a while,Slightly unfairly,Once in a while,Almost always,Somewhat confident,Once in a while,Somewhat comfortable,Once in a while,Sometimes,Not at all well
stu-m11-17,y,Most of my teachers,All of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,Once in a while,Understand somewhat,Neither negative or positive,Sometimes,Slightly connected,Slightly pleasant,Somewhat likely,Some respect,Very fair,Once in a while,Matter quite a bit,Hurts my learning a little bit,Quite difficult,Belong quite a bit,Once in a while,Extremely unfairly,Sometimes,Frequently,Somewhat confident,Frequently,Quite comfortable,Once in a while,Sometimes,Extremely well
stu-m11-18,y,None of my teachers,None of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,Frequently,Do not understand at all,Neither negative or positive,Once in a while,Somewhat connected,Neither pleasant or unpleasant,Somewhat likely,Quite a bit of respect,Slightly fair,Almost never,Matter somewhat,Helps my learning a little bit,Somewhat difficult,Belong somewhat,Once in a while,Slightly unfairly,Sometimes,Frequently,Extremely confident,Sometimes,Slightly comfortable,Sometimes,Sometimes,Quite well
stu-m11-19,y,All of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,Almost always,Do not understand at all,Neither negative or positive,Frequently,Somewhat connected,Slightly unpleasant,Quite likely,Some respect,Slightly unfair,Almost always,Matter a little bit,Helps my learning a little bit,Quite difficult,Belong a little bit,Sometimes,Extremely unfairly,Sometimes,Almost never,Extremely confident,Sometimes,Quite comfortable,Almost always,Almost never,Quite well
stu-m11-21,y,None of my teachers,None of my teachers,A few of my teachers,None of my teachers,A few of my teachers,Sometimes,Understand quite a bit,Slightly positive,Almost never,Extremely connected,Neither pleasant or unpleasant,Somewhat likely,Quite a bit of respect,Slightly fair,Sometimes,Matter quite a bit,Helps my learning a tremendous amount,Slightly difficult,Belong somewhat,Once in a while,Slightly unfairly,Sometimes,Almost never,Quite confident,Sometimes,Somewhat comfortable,Frequently,Sometimes,Slightly well
stu-m11-22,y,Most of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,None of my teachers,Almost never,Completely understand,Somewhat positive,Once in a while,Somewhat connected,Very pleasant,Slightly likely,Quite a bit of respect,Neither unfair or fair,Sometimes,Matter quite a bit,Neither helps nor hurts my learning,Slightly difficult,Belong somewhat,Almost never,Somewhat unfairly,Sometimes,Almost never,Slightly confident,Once in a while,Quite comfortable,Sometimes,Frequently,Not at all well
stu-m11-24,y,None of my teachers,None of my teachers,None of my teachers,A few of my teachers,About half of my teachers,Almost always,Understand a little,Very negative,Frequently,Slightly connected,Neither pleasant or unpleasant,Extremely likely,Some respect,Slightly fair,Sometimes,Matter somewhat,Neither helps nor hurts my learning,Extremely difficult,Belong a little bit,Frequently,Extremely unfairly,Sometimes,Almost never,Quite confident,Sometimes,Quite comfortable,Almost always,Almost never,Quite well
