"id","answered","respect_teacher","concerned_teacher","visit_teachers","how_teacher","again_teacher","disrespectful_people","understand_people","energy_school","fights_students","connected_adults","space_school","online_bully","respect_students","fair_rules","school_violence","matter_others","behavior_students","adult_help","belong_school","excited_teachers","unfair_adults","teachers_race","think_race","honest_race","encourage_race","share_race","often_race","adults_race","school_race"
stu-m10-2,y,All of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,Most of my teachers,Once in a while,Understand somewhat,Slightly positive,Almost never,Extremely connected,Neither pleasant or unpleasant,Somewhat likely,Some respect,Neither unfair or fair,Sometimes,Matter quite a bit,Helps my learning a little bit,Somewhat difficult,Belong somewhat,Frequently,Quite unfairly,Frequently,Once in a while,Quite confident,Sometimes,Quite comfortable,Sometimes,Sometimes,Quite well
stu-m10-4,y,None of my teachers,None of my teachers,A few of my teachers,None of my teachers,About half of my teachers,Sometimes,Understand somewhat,Neither negative or positive,Once in a while,Somewhat connected,Neither pleasant or unpleasant,Slightly likely,Some respect,Neither unfair or fair,Once in a while,Matter quite a bit,Hurts my learning a little bit,Slightly difficult,Belong somewhat,Once in a while,Somewhat unfairly,Once in a while,Once in a while,Not at all confident,Frequently,Slightly comfortable,Almost never,Once in a while,Quite well
stu-m10-5,y,All of my teachers,Most of my teachers,About half of my teachers,Most of my teachers,All of my teachers,Once in a while,Understand somewhat,Slightly positive,Almost never,Extremely connected,Neither pleasant or unpleasant,Quite likely,Quite a bit of respect,Slightly unfair,Almost always,Do not matter at all,Neither helps nor hurts my learning,Somewhat difficult,Do not belong at all,Almost always,Slightly unfairly,Frequently,Almost always,Quite confident,Sometimes,Quite comfortable,Almost always,Almost always,Slightly well
stu-m10-8,y,Most of my teachers,Most of my teachers,All of my teachers,About half of my teachers,About half of my teachers,Sometimes,Understand quite a bit,Neither negative or positive,Once in a while,Quite connected,Slightly unpleasant,Not at all likely,Some respect,Slightly unfair,Sometimes,Matter a little bit,Neither helps nor hurts my learning,Not at all difficult,Do not belong at all,Once in a while,Somewhat unfairly,Almost never,Once in a while,Slightly confident,Almost never,Not at all comfortable,Once in a while,Once in a while,Somewhat well
stu-m10-9,y,A few of my teachers,None of my teachers,None of my teachers,About half of my teachers,About half of my teachers,Almost always,Understand somewhat,Slightly negative,Frequently,Slightly connected,Slightly unpleasant,Quite likely,A little bit of respect,Neither unfair or fair,Sometimes,Matter a little bit,Neither helps nor hurts my learning,Somewhat difficult,Do not belong at all,Once in a while,Quite unfairly,Once in a while,Sometimes,Quite confident,Once in a while,Not at all comfortable,Frequently,Almost never,Slightly well
stu-m10-10,y,About half of my teachers,About half of my teachers,A few of my teachers,None of my teachers,None of my teachers,Sometimes,Understand somewhat,Neither negative or positive,Frequently,Quite connected,Slightly pleasant,Slightly likely,Some respect,Somewhat fair,Almost never,Matter a tremendous amount,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Sometimes,Somewhat unfairly,Frequently,Almost never,Somewhat confident,Sometimes,Extremely comfortable,Sometimes,Frequently,Slightly well
stu-m10-13,y,About half of my teachers,A few of my teachers,None of my teachers,None of my teachers,A few of my teachers,Almost never,Understand somewhat,Neither negative or positive,Sometimes,Slightly connected,Slightly pleasant,Slightly likely,A little bit of respect,Slightly fair,Sometimes,Matter somewhat,Hurts my learning a little bit,Quite difficult,Belong a little bit,Once in a while,Extremely unfairly,Sometimes,Almost never,Slightly confident,Once in a while,Quite comfortable,Almost never,Once in a while,Slightly well
stu-m10-17,y,A few of my teachers,None of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,Once in a while,Completely understand,Slightly positive,Once in a while,Somewhat connected,Somewhat pleasant,Somewhat likely,A tremendous amount of respect,Neither unfair or fair,Frequently,Matter somewhat,Helps my learning a little bit,Somewhat difficult,Belong quite a bit,Once in a while,Quite unfairly,Sometimes,Frequently,Extremely confident,Almost always,Somewhat comfortable,Frequently,Sometimes,Quite well
stu-m10-18,y,All of my teachers,All of my teachers,All of my teachers,Most of my teachers,All of my teachers,Once in a while,Completely understand,Slightly positive,Almost never,Extremely connected,Very pleasant,Slightly likely,Some respect,Slightly fair,Almost never,Matter a tremendous amount,Neither helps nor hurts my learning,Somewhat difficult,Belong somewhat,Sometimes,Quite unfairly,Once in a while,Sometimes,Slightly confident,Sometimes,Slightly comfortable,Once in a while,Once in a while,Slightly well
stu-m10-20,y,A few of my teachers,None of my teachers,None of my teachers,About half of my teachers,About half of my teachers,Frequently,Understand somewhat,Neither negative or positive,Sometimes,Quite connected,Neither pleasant or unpleasant,Slightly likely,Some respect,Neither unfair or fair,Once in a while,Matter a tremendous amount,Hurts my learning a little bit,Not at all difficult,Belong quite a bit,Once in a while,Not at all unfairly,Once in a while,Almost always,Somewhat confident,Almost always,Slightly comfortable,Frequently,Sometimes,Extremely well
