"id","answered","respect_teacher","concerned_teacher","visit_teachers","how_teacher","again_teacher","disrespectful_people","understand_people","energy_school","fights_students","connected_adults","space_school","online_bully","respect_students","fair_rules","school_violence","matter_others","behavior_students","adult_help","belong_school","excited_teachers","unfair_adults","teachers_race","think_race","honest_race","encourage_race","share_race","often_race","adults_race","school_race"
stu-m6-3,y,All of my teachers,All of my teachers,Most of my teachers,Most of my teachers,All of my teachers,Sometimes,Understand a little,Slightly negative,Frequently,Slightly connected,Slightly unpleasant,Quite likely,A little bit of respect,Neither unfair or fair,Frequently,Do not matter at all,Hurts my learning some,Extremely difficult,Do not belong at all,Frequently,Somewhat unfairly,Almost always,Almost never,Slightly confident,Once in a while,Quite comfortable,Sometimes,Sometimes,Slightly well
stu-m6-4,y,None of my teachers,None of my teachers,None of my teachers,None of my teachers,None of my teachers,Sometimes,Understand quite a bit,Neither negative or positive,Once in a while,Quite connected,Slightly unpleasant,Not at all likely,Some respect,Slightly unfair,Almost always,Matter somewhat,Neither helps nor hurts my learning,Slightly difficult,Belong somewhat,Once in a while,Not at all unfairly,Almost never,Frequently,Slightly confident,Sometimes,Slightly comfortable,Sometimes,Frequently,Somewhat well
stu-m6-5,y,All of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,Once in a while,Completely understand,Slightly positive,Almost never,Quite connected,Very pleasant,Somewhat likely,A tremendous amount of respect,Very fair,Almost never,Matter quite a bit,Neither helps nor hurts my learning,Not at all difficult,Belong quite a bit,Once in a while,Somewhat unfairly,Sometimes,Almost never,Quite confident,Almost always,Slightly comfortable,Frequently,Once in a while,Quite well
stu-m6-6,y,About half of my teachers,Most of my teachers,All of my teachers,Most of my teachers,Most of my teachers,Almost never,Understand somewhat,Slightly positive,Once in a while,Extremely connected,Slightly pleasant,Quite likely,A tremendous amount of respect,Somewhat fair,Sometimes,Matter a little bit,Neither helps nor hurts my learning,Somewhat difficult,Belong somewhat,Frequently,Slightly unfairly,Sometimes,Sometimes,Quite confident,Sometimes,Quite comfortable,Sometimes,Frequently,Quite well
stu-m6-9,y,None of my teachers,None of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,Almost always,Understand somewhat,Slightly negative,Sometimes,Somewhat connected,Somewhat unpleasant,Somewhat likely,Quite a bit of respect,Somewhat unfair,Frequently,Matter a little bit,Helps my learning a tremendous amount,Slightly difficult,Do not belong at all,Sometimes,Not at all unfairly,Sometimes,Almost never,Extremely confident,Almost never,Somewhat comfortable,Sometimes,Sometimes,Slightly well
stu-m6-11,y,Most of my teachers,All of my teachers,Most of my teachers,Most of my teachers,All of my teachers,Sometimes,Understand quite a bit,Somewhat positive,Almost never,Extremely connected,Neither pleasant or unpleasant,Somewhat likely,Some respect,Slightly unfair,Sometimes,Matter quite a bit,Helps my learning a little bit,Slightly difficult,Belong somewhat,Frequently,Somewhat unfairly,Almost always,Almost never,Quite confident,Sometimes,Quite comfortable,Frequently,Sometimes,Somewhat well
stu-m6-14,y,None of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,Frequently,Understand somewhat,Neither negative or positive,Frequently,Quite connected,Slightly pleasant,Quite likely,No respect at all,Very fair,Almost never,Matter quite a bit,Hurts my learning a little bit,Not at all difficult,Belong somewhat,Once in a while,Somewhat unfairly,Sometimes,Sometimes,Not at all confident,Frequently,Quite comfortable,Almost never,Once in a while,Somewhat well
stu-m6-19,y,Most of my teachers,Most of my teachers,All of my teachers,All of my teachers,About half of my teachers,Frequently,Understand somewhat,Neither negative or positive,Frequently,Quite connected,Neither pleasant or unpleasant,Quite likely,No respect at all,Neither unfair or fair,Sometimes,Matter quite a bit,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Sometimes,Slightly unfairly,Frequently,Frequently,Quite confident,Sometimes,Extremely comfortable,Frequently,Frequently,Slightly well
stu-m6-20,y,Most of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,About half of my teachers,Almost never,Completely understand,Somewhat positive,Sometimes,Extremely connected,Very pleasant,Not at all likely,A little bit of respect,Very fair,Sometimes,Matter quite a bit,Hurts my learning a tremendous amount,Slightly difficult,Belong quite a bit,Once in a while,Not at all unfairly,Once in a while,Sometimes,Somewhat confident,Sometimes,Slightly comfortable,Sometimes,Almost always,Quite well
stu-m6-21,y,A few of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,Almost always,Understand somewhat,Slightly negative,Almost always,Not at all connected,Very unpleasant,Quite likely,Some respect,Very unfair,Sometimes,Matter quite a bit,Helps my learning a little bit,Quite difficult,Completely belong,Once in a while,Quite unfairly,Almost never,Once in a while,Somewhat confident,Frequently,Somewhat comfortable,Sometimes,Once in a while,Somewhat well
stu-m6-22,y,None of my teachers,None of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,Almost never,Understand somewhat,Slightly negative,Almost always,Slightly connected,Somewhat unpleasant,Quite likely,Some respect,Very unfair,Almost always,Matter somewhat,Helps my learning a little bit,Quite difficult,Belong quite a bit,Frequently,Somewhat unfairly,Sometimes,Frequently,Somewhat confident,Almost always,Quite comfortable,Sometimes,Once in a while,Quite well
stu-m6-24,y,All of my teachers,Most of my teachers,Most of my teachers,All of my teachers,Most of my teachers,Sometimes,Understand quite a bit,Somewhat positive,Once in a while,Extremely connected,Slightly pleasant,Not at all likely,A tremendous amount of respect,Slightly fair,Sometimes,Matter a little bit,Neither helps nor hurts my learning,Not at all difficult,Do not belong at all,Sometimes,Slightly unfairly,Frequently,Once in a while,Somewhat confident,Once in a while,Somewhat comfortable,Sometimes,Almost always,Not at all well
stu-m6-30,y,Most of my teachers,All of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,Once in a while,Understand quite a bit,Slightly positive,Once in a while,Extremely connected,Slightly pleasant,Slightly likely,A tremendous amount of respect,Somewhat fair,Once in a while,Matter a tremendous amount,Helps my learning some,Not at all difficult,Belong quite a bit,Once in a while,Not at all unfairly,Sometimes,Almost always,Somewhat confident,Frequently,Quite comfortable,Sometimes,Sometimes,Quite well
stu-m6-32,y,About half of my teachers,About half of my teachers,A few of my teachers,About half of my teachers,About half of my teachers,Once in a while,Understand somewhat,Neither negative or positive,Once in a while,Somewhat connected,Slightly pleasant,Slightly likely,Some respect,Somewhat fair,Almost never,Matter a tremendous amount,Helps my learning a little bit,Quite difficult,Belong somewhat,Frequently,Extremely unfairly,Frequently,Almost always,Somewhat confident,Frequently,Extremely comfortable,Frequently,Almost never,Extremely well
stu-m6-33,y,All of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,Almost never,Completely understand,Somewhat positive,Almost never,Quite connected,Somewhat pleasant,Slightly likely,Some respect,Neither unfair or fair,Frequently,Do not matter at all,Neither helps nor hurts my learning,Not at all difficult,Belong a little bit,Frequently,Somewhat unfairly,Sometimes,Once in a while,Quite confident,Almost never,Quite comfortable,Sometimes,Frequently,Slightly well
stu-m6-34,y,None of my teachers,A few of my teachers,None of my teachers,None of my teachers,A few of my teachers,Sometimes,Understand a little,Neither negative or positive,Once in a while,Quite connected,Slightly unpleasant,Extremely likely,A tremendous amount of respect,Slightly unfair,Frequently,Matter somewhat,Helps my learning some,Not at all difficult,Belong a little bit,Almost never,Slightly unfairly,Almost never,Almost never,Quite confident,Almost never,Somewhat comfortable,Frequently,Frequently,Somewhat well
stu-m6-35,y,About half of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,None of my teachers,Almost never,Understand quite a bit,Neither negative or positive,Frequently,Somewhat connected,Slightly unpleasant,Not at all likely,Some respect,Very unfair,Almost always,Matter a little bit,Neither helps nor hurts my learning,Slightly difficult,Belong a little bit,Sometimes,Somewhat unfairly,Sometimes,Once in a while,Quite confident,Sometimes,Slightly comfortable,Sometimes,Frequently,Slightly well
stu-m6-36,y,None of my teachers,None of my teachers,None of my teachers,About half of my teachers,Most of my teachers,Almost always,Do not understand at all,Somewhat negative,Frequently,Slightly connected,Somewhat unpleasant,Somewhat likely,A little bit of respect,Slightly unfair,Sometimes,Matter somewhat,Hurts my learning a tremendous amount,Quite difficult,Belong quite a bit,Almost always,Quite unfairly,Sometimes,Sometimes,Not at all confident,Almost always,Slightly comfortable,Once in a while,Almost never,Somewhat well
stu-m6-37,y,None of my teachers,None of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,Sometimes,Understand quite a bit,Neither negative or positive,Sometimes,Somewhat connected,Slightly unpleasant,Not at all likely,Quite a bit of respect,Very unfair,Almost always,Matter a little bit,Neither helps nor hurts my learning,Slightly difficult,Belong a little bit,Almost never,Not at all unfairly,Almost never,Frequently,Slightly confident,Almost never,Somewhat comfortable,Once in a while,Sometimes,Slightly well
stu-m6-38,y,All of my teachers,All of my teachers,All of my teachers,All of my teachers,All of my teachers,Once in a while,Understand somewhat,Neither negative or positive,Sometimes,Somewhat connected,Slightly unpleasant,Slightly likely,A little bit of respect,Neither unfair or fair,Frequently,Matter a little bit,Hurts my learning a little bit,Slightly difficult,Belong somewhat,Sometimes,Not at all unfairly,Once in a while,Once in a while,Not at all confident,Frequently,Not at all comfortable,Sometimes,Frequently,Quite well
stu-m6-39,y,A few of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,None of my teachers,Almost never,Completely understand,Neither negative or positive,Once in a while,Somewhat connected,Neither pleasant or unpleasant,Somewhat likely,Some respect,Neither unfair or fair,Once in a while,Matter somewhat,Hurts my learning a little bit,Quite difficult,Belong a little bit,Almost never,Quite unfairly,Almost never,Almost never,Not at all confident,Sometimes,Somewhat comfortable,Sometimes,Almost never,Quite well
stu-m6-40,y,Most of my teachers,About half of my teachers,A few of my teachers,None of my teachers,About half of my teachers,Almost never,Understand somewhat,Slightly positive,Almost never,Somewhat connected,Somewhat pleasant,Quite likely,A tremendous amount of respect,Neither unfair or fair,Once in a while,Matter a tremendous amount,Helps my learning some,Somewhat difficult,Belong somewhat,Once in a while,Slightly unfairly,Once in a while,Almost always,Extremely confident,Frequently,Not at all comfortable,Frequently,Frequently,Quite well
stu-m6-42,y,All of my teachers,All of my teachers,All of my teachers,About half of my teachers,Most of my teachers,Sometimes,Understand somewhat,Slightly positive,Sometimes,Somewhat connected,Very pleasant,Slightly likely,Some respect,Somewhat fair,Almost never,Matter quite a bit,Neither helps nor hurts my learning,Slightly difficult,Belong somewhat,Sometimes,Slightly unfairly,Sometimes,Almost never,Quite confident,Once in a while,Slightly comfortable,Sometimes,Frequently,Not at all well
stu-m6-44,y,Most of my teachers,About half of my teachers,Most of my teachers,All of my teachers,Most of my teachers,Frequently,Do not understand at all,Slightly negative,Almost always,Somewhat connected,Neither pleasant or unpleasant,Somewhat likely,A little bit of respect,Slightly fair,Almost never,Matter quite a bit,Hurts my learning a little bit,Slightly difficult,Completely belong,Frequently,Slightly unfairly,Almost always,Almost always,Slightly confident,Sometimes,Extremely comfortable,Once in a while,Sometimes,Somewhat well
stu-m6-45,y,All of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,Once in a while,Understand somewhat,Neither negative or positive,Frequently,Somewhat connected,Slightly pleasant,Somewhat likely,A little bit of respect,Slightly fair,Once in a while,Matter a tremendous amount,Hurts my learning a little bit,Somewhat difficult,Belong quite a bit,Sometimes,Slightly unfairly,Once in a while,Almost always,Slightly confident,Sometimes,Not at all comfortable,Once in a while,Frequently,Quite well
stu-m6-46,y,All of my teachers,About half of my teachers,Most of my teachers,All of my teachers,All of my teachers,Sometimes,Understand quite a bit,Slightly positive,Almost never,Quite connected,Very pleasant,Not at all likely,Quite a bit of respect,Slightly fair,Almost never,Matter a tremendous amount,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Frequently,Somewhat unfairly,Sometimes,Almost never,Slightly confident,Sometimes,Somewhat comfortable,Once in a while,Frequently,Somewhat well
stu-m6-47,y,About half of my teachers,A few of my teachers,None of my teachers,None of my teachers,None of my teachers,Once in a while,Understand quite a bit,Somewhat positive,Almost never,Extremely connected,Somewhat pleasant,Not at all likely,Some respect,Somewhat fair,Once in a while,Matter somewhat,Neither helps nor hurts my learning,Not at all difficult,Belong a little bit,Almost never,Not at all unfairly,Once in a while,Once in a while,Quite confident,Once in a while,Slightly comfortable,Sometimes,Almost always,Somewhat well
stu-m6-52,y,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,Almost always,Do not understand at all,Somewhat negative,Sometimes,Not at all connected,Very unpleasant,Somewhat likely,Quite a bit of respect,Slightly unfair,Sometimes,Matter quite a bit,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Frequently,Quite unfairly,Sometimes,Once in a while,Somewhat confident,Sometimes,Quite comfortable,Sometimes,Sometimes,Slightly well
stu-m6-56,y,A few of my teachers,A few of my teachers,None of my teachers,About half of my teachers,About half of my teachers,Almost always,Do not understand at all,Very negative,Sometimes,Not at all connected,Slightly unpleasant,Somewhat likely,Quite a bit of respect,Slightly unfair,Sometimes,Matter quite a bit,Helps my learning some,Quite difficult,Belong quite a bit,Frequently,Somewhat unfairly,Almost always,Once in a while,Quite confident,Frequently,Extremely comfortable,Sometimes,Frequently,Extremely well
stu-m6-57,y,Most of my teachers,All of my teachers,Most of my teachers,All of my teachers,About half of my teachers,Almost never,Understand somewhat,Slightly negative,Almost always,Not at all connected,Slightly unpleasant,Somewhat likely,Some respect,Very unfair,Frequently,Matter somewhat,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Sometimes,Quite unfairly,Frequently,Frequently,Slightly confident,Almost always,Quite comfortable,Once in a while,Once in a while,Quite well
