"id","answered","respect_teacher","concerned_teacher","visit_teachers","how_teacher","again_teacher","disrespectful_people","understand_people","energy_school","fights_students","connected_adults","space_school","online_bully","respect_students","fair_rules","school_violence","matter_others","behavior_students","adult_help","belong_school","excited_teachers","unfair_adults","teachers_race","think_race","honest_race","encourage_race","share_race","often_race","adults_race","school_race"
stu-m8-3,y,All of my teachers,All of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,Frequently,Understand somewhat,Slightly negative,Almost always,Somewhat connected,Slightly unpleasant,Somewhat likely,Some respect,Neither unfair or fair,Once in a while,Matter a tremendous amount,Neither helps nor hurts my learning,Slightly difficult,Completely belong,Once in a while,Slightly unfairly,Almost never,Frequently,Somewhat confident,Frequently,Slightly comfortable,Frequently,Frequently,Extremely well
stu-m8-6,y,Most of my teachers,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,Almost never,Understand quite a bit,Slightly positive,Sometimes,Quite connected,Somewhat pleasant,Somewhat likely,A little bit of respect,Slightly fair,Sometimes,Matter a little bit,Hurts my learning some,Somewhat difficult,Belong somewhat,Once in a while,Somewhat unfairly,Once in a while,Sometimes,Somewhat confident,Once in a while,Somewhat comfortable,Sometimes,Frequently,Slightly well
stu-m8-12,y,All of my teachers,All of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,Almost never,Understand quite a bit,Very positive,Once in a while,Somewhat connected,Slightly pleasant,Slightly likely,A tremendous amount of respect,Slightly fair,Almost never,Matter quite a bit,Helps my learning a little bit,Somewhat difficult,Completely belong,Almost never,Slightly unfairly,Almost never,Almost never,Quite confident,Frequently,Slightly comfortable,Frequently,Sometimes,Extremely well
stu-m8-16,y,All of my teachers,All of my teachers,Most of my teachers,All of my teachers,All of my teachers,Almost always,Understand a little,Somewhat negative,Almost always,Somewhat connected,Somewhat unpleasant,Quite likely,A little bit of respect,Somewhat unfair,Frequently,Matter somewhat,Hurts my learning a little bit,Slightly difficult,Belong a little bit,Frequently,Slightly unfairly,Almost always,Sometimes,Slightly confident,Once in a while,Quite comfortable,Once in a while,Frequently,Slightly well
stu-m8-19,y,A few of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,Most of my teachers,Sometimes,Understand quite a bit,Neither negative or positive,Once in a while,Slightly connected,Slightly unpleasant,Slightly likely,A tremendous amount of respect,Neither unfair or fair,Once in a while,Matter somewhat,Helps my learning some,Quite difficult,Belong quite a bit,Almost always,Quite unfairly,Almost always,Almost never,Somewhat confident,Almost always,Quite comfortable,Frequently,Sometimes,Somewhat well
stu-m8-25,y,About half of my teachers,About half of my teachers,A few of my teachers,None of my teachers,None of my teachers,Sometimes,Understand a little,Very negative,Almost always,Somewhat connected,Neither pleasant or unpleasant,Extremely likely,Some respect,Neither unfair or fair,Once in a while,Matter somewhat,Helps my learning a little bit,Quite difficult,Belong a little bit,Once in a while,Somewhat unfairly,Sometimes,Almost always,Extremely confident,Almost never,Slightly comfortable,Sometimes,Frequently,Not at all well
stu-m8-26,y,Most of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,All of my teachers,Once in a while,Completely understand,Slightly positive,Almost never,Somewhat connected,Very pleasant,Slightly likely,A tremendous amount of respect,Slightly fair,Almost never,Matter quite a bit,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Frequently,Somewhat unfairly,Sometimes,Almost never,Somewhat confident,Almost always,Slightly comfortable,Once in a while,Once in a while,Extremely well
stu-m8-27,y,About half of my teachers,A few of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,Almost never,Understand somewhat,Neither negative or positive,Sometimes,Slightly connected,Slightly pleasant,Somewhat likely,Quite a bit of respect,Somewhat fair,Once in a while,Matter a tremendous amount,Helps my learning a little bit,Somewhat difficult,Belong quite a bit,Once in a while,Quite unfairly,Almost never,Almost never,Quite confident,Almost always,Slightly comfortable,Almost always,Almost never,Somewhat well
stu-m8-29,y,Most of my teachers,All of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,Almost never,Understand somewhat,Neither negative or positive,Frequently,Somewhat connected,Slightly pleasant,Somewhat likely,Some respect,Very fair,Sometimes,Matter a little bit,Helps my learning a little bit,Slightly difficult,Do not belong at all,Frequently,Somewhat unfairly,Frequently,Once in a while,Extremely confident,Sometimes,Extremely comfortable,Frequently,Once in a while,Somewhat well
stu-m8-31,y,A few of my teachers,A few of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,Once in a while,Understand somewhat,Slightly negative,Sometimes,Not at all connected,Neither pleasant or unpleasant,Slightly likely,A little bit of respect,Slightly unfair,Sometimes,Matter somewhat,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Almost always,Slightly unfairly,Sometimes,Frequently,Quite confident,Frequently,Somewhat comfortable,Sometimes,Almost always,Somewhat well
