id,answered,respect_teacher,concerned_teacher,visit_teachers,how_teacher,again_teacher,disrespectful_people,understand_people,energy_school,fights_students,connected_adults,space_school,online_bully,respect_students,fair_rules,school_violence,matter_others,behavior_students,adult_help,belong_school,excited_teachers,unfair_adults,teachers_race,think_race,honest_race,encourage_race,share_race,often_race,adults_race,school_race
stu-h4-1,y,About half of my teachers,Most of my teachers,Most of my teachers,All of my teachers,All of my teachers,Almost never,Understand quite a bit,Neither negative or positive,Frequently,Somewhat connected,Neither pleasant or unpleasant,Slightly likely,Some respect,Neither unfair or fair,Once in a while,Matter a tremendous amount,Hurts my learning a little bit,Quite difficult,Belong quite a bit,Frequently,Extremely unfairly,Sometimes,Frequently,Somewhat confident,Sometimes,Somewhat comfortable,Once in a while,Once in a while,Slightly well
stu-h4-2,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-3,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-4,y,All of my teachers,All of my teachers,All of my teachers,Most of my teachers,Most of my teachers,Sometimes,Understand a little,Slightly negative,Almost always,Not at all connected,Neither pleasant or unpleasant,Extremely likely,Some respect,Slightly unfair,Sometimes,Matter quite a bit,Helps my learning a little bit,Somewhat difficult,Belong quite a bit,Almost always,Quite unfairly,Sometimes,Sometimes,Extremely confident,Sometimes,Slightly comfortable,Frequently,Sometimes,Slightly well
stu-h4-5,y,Most of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,None of my teachers,Almost always,Understand somewhat,Slightly positive,Almost never,Somewhat connected,Neither pleasant or unpleasant,Slightly likely,A tremendous amount of respect,Slightly fair,Once in a while,Matter somewhat,Neither helps nor hurts my learning,Quite difficult,Belong quite a bit,Almost never,Somewhat unfairly,Sometimes,Almost never,Somewhat confident,Frequently,Slightly comfortable,Frequently,Frequently,Quite well
stu-h4-6,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-7,y,A few of my teachers,A few of my teachers,A few of my teachers,About half of my teachers,About half of my teachers,Once in a while,Understand quite a bit,Very positive,Once in a while,Extremely connected,Slightly pleasant,Somewhat likely,Quite a bit of respect,Somewhat fair,Almost never,Matter quite a bit,Helps my learning a tremendous amount,Somewhat difficult,Belong somewhat,Sometimes,Somewhat unfairly,Frequently,Almost always,Quite confident,Sometimes,Quite comfortable,Frequently,Once in a while,Somewhat well
stu-h4-8,y,Most of my teachers,All of my teachers,Most of my teachers,All of my teachers,All of my teachers,Sometimes,Understand somewhat,Slightly positive,Almost never,Extremely connected,Somewhat pleasant,Somewhat likely,A tremendous amount of respect,Somewhat fair,Sometimes,Matter somewhat,Neither helps nor hurts my learning,Not at all difficult,Belong a little bit,Sometimes,Not at all unfairly,Sometimes,Once in a while,Quite confident,Once in a while,Somewhat comfortable,Almost always,Frequently,Somewhat well
stu-h4-9,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-10,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-11,y,Most of my teachers,All of my teachers,All of my teachers,Most of my teachers,About half of my teachers,Once in a while,Understand somewhat,Slightly negative,Sometimes,Not at all connected,Very unpleasant,Quite likely,A little bit of respect,Somewhat unfair,Frequently,Matter a little bit,Neither helps nor hurts my learning,Extremely difficult,Do not belong at all,Frequently,Extremely unfairly,Sometimes,Almost always,Slightly confident,Almost never,Somewhat comfortable,Once in a while,Once in a while,Somewhat well
stu-h4-12,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-13,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-14,y,Most of my teachers,Most of my teachers,All of my teachers,Most of my teachers,About half of my teachers,Almost never,Understand somewhat,Slightly positive,Sometimes,Somewhat connected,Somewhat pleasant,Somewhat likely,A little bit of respect,Neither unfair or fair,Frequently,Matter a little bit,Hurts my learning a little bit,Slightly difficult,Belong somewhat,Once in a while,Somewhat unfairly,Once in a while,Frequently,Not at all confident,Sometimes,Somewhat comfortable,Once in a while,Once in a while,Somewhat well
stu-h4-15,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-16,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-17,y,A few of my teachers,A few of my teachers,About half of my teachers,Most of my teachers,All of my teachers,Almost never,Completely understand,Neither negative or positive,Frequently,Somewhat connected,Slightly pleasant,Somewhat likely,Some respect,Neither unfair or fair,Once in a while,Matter a tremendous amount,Hurts my learning a little bit,Somewhat difficult,Completely belong,Sometimes,Slightly unfairly,Frequently,Frequently,Somewhat confident,Frequently,Extremely comfortable,Once in a while,Sometimes,Extremely well
stu-h4-18,y,None of my teachers,A few of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,Almost always,Do not understand at all,Neither negative or positive,Once in a while,Quite connected,Neither pleasant or unpleasant,Somewhat likely,Quite a bit of respect,Neither unfair or fair,Sometimes,Matter a little bit,Helps my learning a tremendous amount,Slightly difficult,Belong somewhat,Almost never,Slightly unfairly,Almost never,Frequently,Quite confident,Sometimes,Slightly comfortable,Sometimes,Almost always,Slightly well
stu-h4-19,y,All of my teachers,Most of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,Sometimes,Understand somewhat,Slightly positive,Almost never,Somewhat connected,Very pleasant,Quite likely,Some respect,Very fair,Sometimes,Matter quite a bit,Hurts my learning a little bit,Slightly difficult,Belong somewhat,Once in a while,Slightly unfairly,Sometimes,Almost never,Not at all confident,Sometimes,Slightly comfortable,Sometimes,Frequently,Somewhat well
stu-h4-20,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-21,y,Most of my teachers,About half of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,Almost always,Do not understand at all,Slightly negative,Almost always,Somewhat connected,Very unpleasant,Quite likely,A little bit of respect,Somewhat unfair,Sometimes,Matter quite a bit,Hurts my learning some,Quite difficult,Completely belong,Once in a while,Somewhat unfairly,Almost never,Almost always,Not at all confident,Frequently,Not at all comfortable,Almost never,Frequently,Extremely well
stu-h4-22,y,About half of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,All of my teachers,Sometimes,Understand a little,Neither negative or positive,Sometimes,Somewhat connected,Slightly pleasant,Somewhat likely,A little bit of respect,Slightly fair,Sometimes,Matter a little bit,Hurts my learning some,Somewhat difficult,Belong somewhat,Sometimes,Somewhat unfairly,Frequently,Frequently,Somewhat confident,Sometimes,Somewhat comfortable,Once in a while,Once in a while,Slightly well
stu-h4-23,y,A few of my teachers,A few of my teachers,None of my teachers,None of my teachers,A few of my teachers,Almost always,Understand somewhat,Neither negative or positive,Sometimes,Slightly connected,Slightly unpleasant,Somewhat likely,Some respect,Slightly unfair,Frequently,Do not matter at all,Hurts my learning a little bit,Extremely difficult,Belong somewhat,Once in a while,Extremely unfairly,Sometimes,Sometimes,Somewhat confident,Once in a while,Somewhat comfortable,Frequently,Sometimes,Slightly well
stu-h4-24,y,None of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,Almost never,Understand quite a bit,Slightly positive,Sometimes,Quite connected,Neither pleasant or unpleasant,Somewhat likely,A little bit of respect,Neither unfair or fair,Once in a while,Matter quite a bit,Neither helps nor hurts my learning,Not at all difficult,Belong somewhat,Once in a while,Somewhat unfairly,Sometimes,Almost never,Quite confident,Once in a while,Somewhat comfortable,Sometimes,Sometimes,Somewhat well
stu-h4-25,y,Most of my teachers,All of my teachers,About half of my teachers,About half of my teachers,Most of my teachers,Frequently,Do not understand at all,Neither negative or positive,Once in a while,Slightly connected,Neither pleasant or unpleasant,Somewhat likely,Quite a bit of respect,Slightly unfair,Frequently,Do not matter at all,Neither helps nor hurts my learning,Extremely difficult,Belong a little bit,Almost always,Somewhat unfairly,Almost always,Almost never,Quite confident,Once in a while,Somewhat comfortable,Almost always,Once in a while,Somewhat well
stu-h4-26,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-27,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-28,y,All of my teachers,All of my teachers,All of my teachers,About half of my teachers,About half of my teachers,Sometimes,Understand somewhat,Neither negative or positive,Sometimes,Quite connected,Slightly pleasant,Quite likely,Some respect,Somewhat fair,Almost never,Matter quite a bit,Hurts my learning a little bit,Slightly difficult,Completely belong,Once in a while,Slightly unfairly,Once in a while,Once in a while,Somewhat confident,Frequently,Slightly comfortable,Frequently,Frequently,Quite well
stu-h4-29,y,A few of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,Most of my teachers,Sometimes,Understand a little,Very negative,Sometimes,Not at all connected,Neither pleasant or unpleasant,Quite likely,A little bit of respect,Neither unfair or fair,Frequently,Matter somewhat,Hurts my learning some,Somewhat difficult,Belong a little bit,Almost always,Somewhat unfairly,Almost always,Sometimes,Somewhat confident,Almost never,Quite comfortable,Sometimes,Sometimes,Slightly well
stu-h4-30,y,About half of my teachers,About half of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,Once in a while,Completely understand,Very positive,Once in a while,Extremely connected,Very pleasant,Slightly likely,Quite a bit of respect,Very fair,Almost never,Matter quite a bit,Helps my learning a little bit,Slightly difficult,Completely belong,Once in a while,Somewhat unfairly,Sometimes,Almost always,Quite confident,Almost always,Quite comfortable,Sometimes,Sometimes,Extremely well
stu-h4-31,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-32,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-33,y,About half of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,Most of my teachers,Almost never,Completely understand,Very positive,Almost never,Extremely connected,Slightly pleasant,Somewhat likely,Quite a bit of respect,Neither unfair or fair,Sometimes,Matter quite a bit,Helps my learning a tremendous amount,Somewhat difficult,Belong somewhat,Sometimes,Quite unfairly,Frequently,Frequently,Somewhat confident,Once in a while,Quite comfortable,Once in a while,Sometimes,Slightly well
stu-h4-34,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-35,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-36,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-37,y,None of my teachers,None of my teachers,A few of my teachers,None of my teachers,None of my teachers,Once in a while,Completely understand,Slightly positive,Once in a while,Quite connected,Slightly pleasant,Slightly likely,Quite a bit of respect,Neither unfair or fair,Sometimes,Matter a little bit,Helps my learning a little bit,Somewhat difficult,Do not belong at all,Sometimes,Slightly unfairly,Frequently,Frequently,Somewhat confident,Once in a while,Extremely comfortable,Once in a while,Sometimes,Not at all well
stu-h4-38,y,All of my teachers,All of my teachers,All of my teachers,All of my teachers,About half of my teachers,Almost never,Completely understand,Somewhat positive,Sometimes,Extremely connected,Slightly pleasant,Not at all likely,Quite a bit of respect,Neither unfair or fair,Once in a while,Matter a tremendous amount,Helps my learning a little bit,Not at all difficult,Belong somewhat,Frequently,Slightly unfairly,Sometimes,Once in a while,Extremely confident,Sometimes,Quite comfortable,Frequently,Frequently,Slightly well
stu-h4-39,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-40,y,None of my teachers,A few of my teachers,A few of my teachers,A few of my teachers,About half of my teachers,Almost always,Do not understand at all,Somewhat negative,Almost always,Somewhat connected,Neither pleasant or unpleasant,Extremely likely,No respect at all,Neither unfair or fair,Frequently,Matter somewhat,Hurts my learning a little bit,Somewhat difficult,Belong quite a bit,Once in a while,Somewhat unfairly,Sometimes,Once in a while,Slightly confident,Frequently,Quite comfortable,Once in a while,Sometimes,Quite well
stu-h4-41,y,All of my teachers,Most of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,Frequently,Do not understand at all,Very negative,Sometimes,Somewhat connected,Slightly unpleasant,Quite likely,Quite a bit of respect,Slightly unfair,Almost always,Matter somewhat,Helps my learning a tremendous amount,Quite difficult,Belong a little bit,Sometimes,Quite unfairly,Once in a while,Sometimes,Somewhat confident,Sometimes,Somewhat comfortable,Sometimes,Almost never,Slightly well
stu-h4-42,y,All of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,Frequently,Understand somewhat,Slightly positive,Once in a while,Extremely connected,Neither pleasant or unpleasant,Somewhat likely,Quite a bit of respect,Slightly unfair,Sometimes,Matter quite a bit,Neither helps nor hurts my learning,Not at all difficult,Belong quite a bit,Once in a while,Slightly unfairly,Once in a while,Sometimes,Quite confident,Almost always,Slightly comfortable,Almost always,Sometimes,Extremely well
stu-h4-43,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-44,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-45,y,All of my teachers,All of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,Frequently,Do not understand at all,Neither negative or positive,Once in a while,Quite connected,Slightly pleasant,Somewhat likely,Quite a bit of respect,Somewhat fair,Once in a while,Matter quite a bit,Helps my learning a tremendous amount,Slightly difficult,Belong somewhat,Once in a while,Somewhat unfairly,Once in a while,Almost never,Somewhat confident,Once in a while,Slightly comfortable,Sometimes,Frequently,Not at all well
stu-h4-46,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-47,y,All of my teachers,Most of my teachers,All of my teachers,All of my teachers,All of my teachers,Almost always,Understand somewhat,Slightly negative,Sometimes,Slightly connected,Slightly unpleasant,Slightly likely,Some respect,Neither unfair or fair,Once in a while,Matter somewhat,Helps my learning a little bit,Quite difficult,Belong somewhat,Sometimes,Somewhat unfairly,Once in a while,Frequently,Quite confident,Frequently,Somewhat comfortable,Frequently,Frequently,Extremely well
stu-h4-48,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-49,y,About half of my teachers,Most of my teachers,All of my teachers,All of my teachers,All of my teachers,Once in a while,Understand somewhat,Slightly positive,Sometimes,Somewhat connected,Neither pleasant or unpleasant,Slightly likely,Quite a bit of respect,Slightly fair,Almost never,Matter somewhat,Helps my learning a little bit,Quite difficult,Belong somewhat,Frequently,Somewhat unfairly,Almost always,Once in a while,Somewhat confident,Sometimes,Quite comfortable,Frequently,Sometimes,Slightly well
stu-h4-50,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-51,y,A few of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,A few of my teachers,Sometimes,Understand somewhat,Neither negative or positive,Once in a while,Quite connected,Slightly pleasant,Quite likely,Some respect,Very fair,Sometimes,Matter a little bit,Hurts my learning a little bit,Not at all difficult,Belong a little bit,Sometimes,Somewhat unfairly,Frequently,Sometimes,Somewhat confident,Almost never,Extremely comfortable,Frequently,Sometimes,Somewhat well
stu-h4-52,y,About half of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,Most of my teachers,Once in a while,Completely understand,Somewhat positive,Sometimes,Extremely connected,Slightly pleasant,Slightly likely,A little bit of respect,Very fair,Once in a while,Matter somewhat,Hurts my learning a little bit,Slightly difficult,Belong quite a bit,Sometimes,Slightly unfairly,Frequently,Almost never,Somewhat confident,Frequently,Extremely comfortable,Once in a while,Frequently,Extremely well
stu-h4-53,y,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,Sometimes,Understand somewhat,Neither negative or positive,Frequently,Slightly connected,Slightly pleasant,Slightly likely,A little bit of respect,Very fair,Almost never,Matter quite a bit,Hurts my learning a little bit,Somewhat difficult,Belong somewhat,Sometimes,Somewhat unfairly,Once in a while,Almost always,Slightly confident,Once in a while,Somewhat comfortable,Sometimes,Once in a while,Slightly well
stu-h4-54,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-55,y,A few of my teachers,None of my teachers,A few of my teachers,About half of my teachers,About half of my teachers,Almost always,Do not understand at all,Neither negative or positive,Once in a while,Quite connected,Neither pleasant or unpleasant,Somewhat likely,Quite a bit of respect,Slightly fair,Sometimes,Matter a little bit,Helps my learning some,Somewhat difficult,Belong somewhat,Sometimes,Somewhat unfairly,Once in a while,Almost always,Extremely confident,Frequently,Not at all comfortable,Frequently,Once in a while,Quite well
stu-h4-56,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-57,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-58,y,Most of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,None of my teachers,Once in a while,Understand quite a bit,Somewhat positive,Almost never,Extremely connected,Somewhat pleasant,Somewhat likely,Quite a bit of respect,Somewhat fair,Once in a while,Matter quite a bit,Helps my learning a tremendous amount,Slightly difficult,Belong somewhat,Sometimes,Somewhat unfairly,Once in a while,Sometimes,Quite confident,Once in a while,Slightly comfortable,Almost always,Frequently,Slightly well
stu-h4-59,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-60,y,About half of my teachers,Most of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,Frequently,Understand a little,Somewhat negative,Almost always,Somewhat connected,Somewhat unpleasant,Somewhat likely,No respect at all,Neither unfair or fair,Sometimes,Matter quite a bit,Hurts my learning some,Slightly difficult,Belong somewhat,Sometimes,Somewhat unfairly,Once in a while,Frequently,Somewhat confident,Once in a while,Slightly comfortable,Once in a while,Sometimes,Somewhat well
stu-h4-61,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-62,y,A few of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,Frequently,Understand somewhat,Slightly negative,Almost always,Not at all connected,Somewhat unpleasant,Quite likely,No respect at all,Slightly unfair,Frequently,Matter a little bit,Hurts my learning a tremendous amount,Somewhat difficult,Belong a little bit,Once in a while,Quite unfairly,Sometimes,Sometimes,Slightly confident,Almost never,Somewhat comfortable,Sometimes,Once in a while,Slightly well
stu-h4-63,y,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,Once in a while,Understand quite a bit,Very positive,Sometimes,Extremely connected,Very pleasant,Somewhat likely,Some respect,Slightly fair,Almost never,Matter quite a bit,Neither helps nor hurts my learning,Slightly difficult,Completely belong,Once in a while,Somewhat unfairly,Once in a while,Once in a while,Somewhat confident,Almost always,Slightly comfortable,Once in a while,Once in a while,Extremely well
stu-h4-64,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-65,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-66,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-67,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-68,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-69,y,A few of my teachers,A few of my teachers,A few of my teachers,None of my teachers,None of my teachers,Frequently,Do not understand at all,Somewhat negative,Frequently,Not at all connected,Slightly unpleasant,Quite likely,A little bit of respect,Neither unfair or fair,Once in a while,Matter a tremendous amount,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Almost never,Somewhat unfairly,Once in a while,Almost always,Slightly confident,Sometimes,Somewhat comfortable,Sometimes,Frequently,Slightly well
stu-h4-70,y,A few of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,None of my teachers,Almost never,Understand quite a bit,Very positive,Almost never,Somewhat connected,Slightly pleasant,Not at all likely,Quite a bit of respect,Somewhat fair,Sometimes,Matter quite a bit,Helps my learning a little bit,Quite difficult,Belong quite a bit,Sometimes,Somewhat unfairly,Frequently,Frequently,Extremely confident,Frequently,Quite comfortable,Almost always,Once in a while,Quite well
stu-h4-71,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-72,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-73,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-74,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-75,y,About half of my teachers,A few of my teachers,None of my teachers,None of my teachers,A few of my teachers,Sometimes,Understand a little,Slightly negative,Sometimes,Somewhat connected,Neither pleasant or unpleasant,Extremely likely,A little bit of respect,Slightly fair,Once in a while,Matter quite a bit,Hurts my learning some,Slightly difficult,Belong quite a bit,Once in a while,Slightly unfairly,Almost never,Almost always,Slightly confident,Sometimes,Somewhat comfortable,Once in a while,Frequently,Somewhat well
stu-h4-76,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-77,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-78,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-79,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h4-80,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
