id,answered,enthusiastic_students,staff_trusted,positive_colleagues,supportive_students,respectful_staff_students,optimistic_improvement,students_help_students,colleagues_support_initiatives,positive_environment,positive_leaders,leaders_important_staff_satisfied,leaders_positive_influence,leaders_communicate_effective,leaders_knowledge,leaders_responsive,leaders_effective_rules,leaders_clear_goals,staff_input,friendly_families,meet_families,caring_families,supportive_families,trust_parents,respectful_parents,challenging_families
a2-1,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
a2-2,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
a2-3,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
a2-4,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
a2-5,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
a2-6,y,Not at all enthusiastic,Trusted a tremendous amount,Extremely positive,Somewhat supportive,Quite respectful,Extremely optimistic,Frequently,Somewhat supportive,Slightly positive,Somewhat positive,Quite important,Extremely positive,Quite effectively,Extremely knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,A tremendous amount of input,Quite friendly,Almost never,Quite caring,Extremely supportive,Trust quite a bit,Quite respectful,Somewhat challenging
a2-7,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
a2-8,y,Slightly enthusiastic,Trusted somewhat,Quite positive,Somewhat supportive,Quite respectful,Quite optimistic,Frequently,Quite supportive,Somewhat positive,Somewhat positive,Slightly important,Somewhat positive,Quite effectively,Quite knowledgeable,Quite responsive,Quite effective,Extremely clearly,Quite a bit of input,Extremely friendly,Frequently,Extremely caring,Somewhat supportive,Trust quite a bit,Somewhat respectful,Quite challenging
a2-9,y,Quite enthusiastic,Not at all trusted,Slightly positive,Somewhat supportive,Not at all respectful,Slightly optimistic,Sometimes,Not at all supportive,Not at all positive,Slightly positive,Somewhat important,Slightly positive,Not at all effectively,Not knowledgeable at all,Slightly responsive,Not at all effective,Not at all clearly,Some input,Slightly friendly,Once in a while,Somewhat caring,Quite supportive,Trust some,Somewhat respectful,Slightly challenging
a2-10,y,Extremely enthusiastic,Trusted quite a bit,Slightly positive,Extremely supportive,Somewhat respectful,Slightly optimistic,Frequently,Slightly supportive,Not at all positive,Quite positive,Somewhat important,Quite positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Slightly clearly,Some input,Extremely friendly,Once in a while,Quite caring,Extremely supportive,Trust a tremendous amount,Somewhat respectful,Slightly challenging
