"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
e6-1,y,Quite enthusiastic,Trusted somewhat,Somewhat positive,Extremely supportive,Slightly respectful,Quite optimistic,Almost all the time,Quite supportive,Extremely positive,Slightly positive,Slightly important,Somewhat positive,Quite effectively,Extremely knowledgeable,Quite responsive,Extremely effective,Extremely clearly,Quite a bit of input,Quite friendly,Almost never,Somewhat caring,Somewhat supportive,Trust some,Quite respectful,Not at all challenging
e6-5,y,Not at all enthusiastic,Trusted quite a bit,Extremely positive,Slightly supportive,Somewhat respectful,Somewhat optimistic,Once in a while,Slightly supportive,Not at all positive,Somewhat positive,Quite important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Slightly effective,Slightly clearly,Almost no input,Somewhat friendly,Frequently,Quite caring,Quite supportive,Trust some,Slightly respectful,Somewhat challenging
e6-6,y,Quite enthusiastic,Trusted quite a bit,Slightly positive,Extremely supportive,Not at all respectful,Somewhat optimistic,Almost all the time,Somewhat supportive,Somewhat positive,Extremely positive,Quite important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Slightly responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Quite friendly,Frequently,Somewhat caring,Quite supportive,Trust some,Somewhat respectful,Quite challenging
e6-7,y,Quite enthusiastic,Trusted a little bit,Not at all positive,Extremely supportive,Slightly respectful,Slightly optimistic,Frequently,Slightly supportive,Slightly positive,Slightly positive,Somewhat important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Somewhat responsive,Slightly effective,Slightly clearly,Almost no input,Somewhat friendly,Once in a while,Somewhat caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Not at all challenging
e6-8,y,Slightly enthusiastic,Not at all trusted,Somewhat positive,Somewhat supportive,Quite respectful,Slightly optimistic,Sometimes,Not at all supportive,Slightly positive,Somewhat positive,Somewhat important,Quite positive,Quite effectively,Quite knowledgeable,Quite responsive,Extremely effective,Extremely clearly,A tremendous amount of input,Somewhat friendly,Once in a while,Quite caring,Quite supportive,Trust a tremendous amount,Quite respectful,Somewhat challenging
e6-15,y,Quite enthusiastic,Trusted a tremendous amount,Not at all positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Once in a while,Quite supportive,Somewhat positive,Somewhat positive,Somewhat important,Slightly positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Quite effective,Quite clearly,Quite a bit of input,Not at all friendly,Almost never,Not at all caring,Slightly supportive,Trust some,Somewhat respectful,Quite challenging
e6-16,y,Not at all enthusiastic,Trusted somewhat,Extremely positive,Not at all supportive,Extremely respectful,Somewhat optimistic,Sometimes,Somewhat supportive,Slightly positive,Quite positive,Somewhat important,Quite positive,Quite effectively,Quite knowledgeable,Somewhat responsive,Somewhat effective,Quite clearly,Some input,Somewhat friendly,Almost never,Quite caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Somewhat challenging
e6-18,y,Quite enthusiastic,Not at all trusted,Not at all positive,Extremely supportive,Not at all respectful,Slightly optimistic,Sometimes,Somewhat supportive,Slightly positive,Not at all positive,Not important at all,Slightly positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Slightly effective,Not at all clearly,Almost no input,Quite friendly,Once in a while,Extremely caring,Extremely supportive,Trust quite a bit,Somewhat respectful,Quite challenging
e6-20,y,Quite enthusiastic,Not at all trusted,Quite positive,Somewhat supportive,Somewhat respectful,Extremely optimistic,Sometimes,Extremely supportive,Quite positive,Not at all positive,Not important at all,Somewhat positive,Slightly effectively,Not knowledgeable at all,Somewhat responsive,Quite effective,Somewhat clearly,A little bit of input,Somewhat friendly,Almost never,Somewhat caring,Somewhat supportive,Trust quite a bit,Somewhat respectful,Quite challenging
e6-21,y,Somewhat enthusiastic,Not at all trusted,Not at all positive,Quite supportive,Somewhat respectful,Somewhat optimistic,Almost all the time,Quite supportive,Extremely positive,Not at all positive,Not important at all,Not at all positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Slightly clearly,Some input,Somewhat friendly,Once in a while,Somewhat caring,Quite supportive,Trust quite a bit,Quite respectful,Slightly challenging
e6-22,y,Slightly enthusiastic,Trusted a tremendous amount,Somewhat positive,Not at all supportive,Slightly respectful,Somewhat optimistic,Sometimes,Somewhat supportive,Somewhat positive,Quite positive,Quite important,Quite positive,Quite effectively,Extremely knowledgeable,Quite responsive,Quite effective,Somewhat clearly,A little bit of input,Somewhat friendly,Sometimes,Quite caring,Quite supportive,Trust some,Slightly respectful,Quite challenging
e6-23,y,Extremely enthusiastic,Trusted quite a bit,Quite positive,Extremely supportive,Somewhat respectful,Somewhat optimistic,Frequently,Somewhat supportive,Quite positive,Quite positive,Quite important,Somewhat positive,Quite effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Quite clearly,Quite a bit of input,Extremely friendly,Sometimes,Quite caring,Somewhat supportive,Trust a little bit,Not at all respectful,Extremely challenging
e6-28,y,Slightly enthusiastic,Trusted quite a bit,Extremely positive,Not at all supportive,Extremely respectful,Quite optimistic,Almost never,Somewhat supportive,Slightly positive,Somewhat positive,Somewhat important,Quite positive,Extremely effectively,Extremely knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,A little bit of input,Not at all friendly,Sometimes,Somewhat caring,Slightly supportive,Trust a little bit,Somewhat respectful,Quite challenging
e6-32,y,Not at all enthusiastic,Not at all trusted,Somewhat positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Somewhat supportive,Quite positive,Not at all positive,Slightly important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,A little bit of input,Somewhat friendly,Once in a while,Slightly caring,Somewhat supportive,Trust a little bit,Not at all respectful,Extremely challenging
e6-34,y,Not at all enthusiastic,Trusted a tremendous amount,Slightly positive,Not at all supportive,Slightly respectful,Slightly optimistic,Almost never,Somewhat supportive,Quite positive,Somewhat positive,Quite important,Quite positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Somewhat effective,Slightly clearly,A little bit of input,Not at all friendly,Sometimes,Not at all caring,Slightly supportive,Trust a little bit,Slightly respectful,Quite challenging
e6-36,y,Not at all enthusiastic,Trusted somewhat,Slightly positive,Not at all supportive,Slightly respectful,Slightly optimistic,Once in a while,Somewhat supportive,Quite positive,Slightly positive,Somewhat important,Slightly positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Slightly clearly,Some input,Not at all friendly,Almost never,Not at all caring,Not at all supportive,Trust some,Quite respectful,Not at all challenging
