"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
e11-1,y,Extremely enthusiastic,Not at all trusted,Somewhat positive,Quite supportive,Slightly respectful,Slightly optimistic,Almost all the time,Not at all supportive,Somewhat positive,Not at all positive,Not important at all,Slightly positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Almost no input,Extremely friendly,Almost never,Somewhat caring,Somewhat supportive,Trust quite a bit,Quite respectful,Somewhat challenging
e11-2,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-3,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-4,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-5,y,Quite enthusiastic,Trusted quite a bit,Quite positive,Somewhat supportive,Somewhat respectful,Extremely optimistic,Frequently,Somewhat supportive,Somewhat positive,Somewhat positive,Slightly important,Not at all positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Extremely effective,Quite clearly,Some input,Extremely friendly,Sometimes,Extremely caring,Extremely supportive,Trust some,Slightly respectful,Somewhat challenging
e11-6,y,Slightly enthusiastic,Trusted a tremendous amount,Extremely positive,Somewhat supportive,Extremely respectful,Quite optimistic,Frequently,Extremely supportive,Somewhat positive,Extremely positive,Quite important,Quite positive,Somewhat effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Somewhat clearly,A little bit of input,Extremely friendly,Once in a while,Somewhat caring,Slightly supportive,Do not trust at all,Somewhat respectful,Somewhat challenging
e11-7,y,Somewhat enthusiastic,Trusted somewhat,Quite positive,Quite supportive,Quite respectful,Quite optimistic,Sometimes,Quite supportive,Somewhat positive,Somewhat positive,Somewhat important,Quite positive,Somewhat effectively,Quite knowledgeable,Extremely responsive,Quite effective,Somewhat clearly,Some input,Quite friendly,Almost never,Extremely caring,Extremely supportive,Trust some,Somewhat respectful,Slightly challenging
e11-8,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-9,y,Somewhat enthusiastic,Trusted quite a bit,Extremely positive,Somewhat supportive,Somewhat respectful,Quite optimistic,Sometimes,Quite supportive,Quite positive,Quite positive,Quite important,Extremely positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Not at all effective,Not at all clearly,Almost no input,Slightly friendly,Almost all the time,Somewhat caring,Slightly supportive,Trust some,Slightly respectful,Somewhat challenging
e11-10,y,Not at all enthusiastic,Not at all trusted,Slightly positive,Not at all supportive,Somewhat respectful,Somewhat optimistic,Once in a while,Quite supportive,Somewhat positive,Slightly positive,Slightly important,Slightly positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Somewhat effective,Slightly clearly,Some input,Slightly friendly,Almost all the time,Slightly caring,Slightly supportive,Do not trust at all,Not at all respectful,Extremely challenging
e11-11,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-12,y,Somewhat enthusiastic,Trusted somewhat,Extremely positive,Somewhat supportive,Extremely respectful,Quite optimistic,Frequently,Extremely supportive,Quite positive,Somewhat positive,Quite important,Somewhat positive,Somewhat effectively,Quite knowledgeable,Quite responsive,Somewhat effective,Slightly clearly,Almost no input,Somewhat friendly,Almost all the time,Slightly caring,Slightly supportive,Do not trust at all,Somewhat respectful,Quite challenging
e11-13,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-14,y,Somewhat enthusiastic,Trusted a little bit,Extremely positive,Slightly supportive,Extremely respectful,Extremely optimistic,Sometimes,Extremely supportive,Somewhat positive,Slightly positive,Somewhat important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Not at all clearly,A little bit of input,Somewhat friendly,Almost never,Somewhat caring,Quite supportive,Trust some,Quite respectful,Somewhat challenging
e11-15,y,Slightly enthusiastic,Trusted quite a bit,Somewhat positive,Slightly supportive,Quite respectful,Quite optimistic,Almost never,Extremely supportive,Quite positive,Somewhat positive,Quite important,Extremely positive,Extremely effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Somewhat clearly,Some input,Not at all friendly,Once in a while,Somewhat caring,Quite supportive,Trust a tremendous amount,Somewhat respectful,Quite challenging
e11-16,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-17,y,Not at all enthusiastic,Trusted a little bit,Not at all positive,Not at all supportive,Somewhat respectful,Slightly optimistic,Sometimes,Somewhat supportive,Slightly positive,Somewhat positive,Quite important,Extremely positive,Extremely effectively,Extremely knowledgeable,Somewhat responsive,Slightly effective,Somewhat clearly,Quite a bit of input,Quite friendly,Frequently,Quite caring,Somewhat supportive,Trust some,Somewhat respectful,Somewhat challenging
e11-18,y,Quite enthusiastic,Trusted somewhat,Not at all positive,Somewhat supportive,Not at all respectful,Somewhat optimistic,Once in a while,Slightly supportive,Somewhat positive,Slightly positive,Not important at all,Not at all positive,Somewhat effectively,Quite knowledgeable,Extremely responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Somewhat friendly,Once in a while,Slightly caring,Somewhat supportive,Trust a little bit,Slightly respectful,Quite challenging
e11-19,y,Extremely enthusiastic,Trusted somewhat,Not at all positive,Extremely supportive,Somewhat respectful,Somewhat optimistic,Almost all the time,Quite supportive,Extremely positive,Quite positive,Extremely important,Extremely positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Slightly clearly,Almost no input,Extremely friendly,Almost all the time,Quite caring,Extremely supportive,Trust quite a bit,Somewhat respectful,Slightly challenging
e11-20,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-21,y,Slightly enthusiastic,Trusted quite a bit,Not at all positive,Somewhat supportive,Not at all respectful,Not at all optimistic,Frequently,Not at all supportive,Somewhat positive,Somewhat positive,Slightly important,Slightly positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Not at all effective,Not at all clearly,A little bit of input,Quite friendly,Almost all the time,Extremely caring,Somewhat supportive,Trust some,Somewhat respectful,Quite challenging
e11-22,y,Somewhat enthusiastic,Trusted quite a bit,Somewhat positive,Slightly supportive,Somewhat respectful,Somewhat optimistic,Once in a while,Slightly supportive,Not at all positive,Quite positive,Extremely important,Extremely positive,Extremely effectively,Quite knowledgeable,Quite responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Somewhat friendly,Sometimes,Quite caring,Quite supportive,Trust a tremendous amount,Somewhat respectful,Somewhat challenging
e11-23,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-24,y,Slightly enthusiastic,Trusted a tremendous amount,Quite positive,Slightly supportive,Quite respectful,Somewhat optimistic,Once in a while,Slightly supportive,Somewhat positive,Extremely positive,Quite important,Quite positive,Quite effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Slightly friendly,Almost all the time,Slightly caring,Slightly supportive,Trust a little bit,Slightly respectful,Extremely challenging
e11-25,y,Slightly enthusiastic,Not at all trusted,Somewhat positive,Slightly supportive,Somewhat respectful,Slightly optimistic,Once in a while,Somewhat supportive,Somewhat positive,Slightly positive,Slightly important,Not at all positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Not at all effective,Slightly clearly,A little bit of input,Slightly friendly,Sometimes,Somewhat caring,Quite supportive,Trust quite a bit,Somewhat respectful,Somewhat challenging
e11-26,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-27,y,Extremely enthusiastic,Trusted somewhat,Not at all positive,Extremely supportive,Somewhat respectful,Slightly optimistic,Almost all the time,Not at all supportive,Not at all positive,Quite positive,Somewhat important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Somewhat clearly,A little bit of input,Quite friendly,Almost never,Quite caring,Somewhat supportive,Trust quite a bit,Somewhat respectful,Somewhat challenging
e11-28,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-29,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-30,y,Extremely enthusiastic,Trusted quite a bit,Not at all positive,Extremely supportive,Not at all respectful,Not at all optimistic,Almost all the time,Slightly supportive,Not at all positive,Somewhat positive,Quite important,Quite positive,Extremely effectively,Quite knowledgeable,Extremely responsive,Quite effective,Quite clearly,Some input,Somewhat friendly,Sometimes,Slightly caring,Not at all supportive,Do not trust at all,Slightly respectful,Extremely challenging
e11-31,y,Somewhat enthusiastic,Not at all trusted,Somewhat positive,Quite supportive,Somewhat respectful,Slightly optimistic,Sometimes,Somewhat supportive,Somewhat positive,Not at all positive,Slightly important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Slightly responsive,Not at all effective,Somewhat clearly,Quite a bit of input,Quite friendly,Once in a while,Somewhat caring,Somewhat supportive,Trust a little bit,Somewhat respectful,Quite challenging
e11-32,y,Extremely enthusiastic,Trusted quite a bit,Not at all positive,Somewhat supportive,Slightly respectful,Somewhat optimistic,Frequently,Quite supportive,Extremely positive,Extremely positive,Extremely important,Quite positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Quite effective,Quite clearly,Some input,Quite friendly,Almost never,Quite caring,Quite supportive,Trust some,Slightly respectful,Extremely challenging
e11-33,n,,,,,,,,,,,,,,,,,,,,,,,,,
e11-34,y,Extremely enthusiastic,Trusted quite a bit,Slightly positive,Extremely supportive,Not at all respectful,Slightly optimistic,Frequently,Somewhat supportive,Quite positive,Somewhat positive,Quite important,Quite positive,Extremely effectively,Quite knowledgeable,Quite responsive,Somewhat effective,Somewhat clearly,A little bit of input,Somewhat friendly,Once in a while,Quite caring,Extremely supportive,Trust a tremendous amount,Somewhat respectful,Slightly challenging
e11-35,y,Slightly enthusiastic,Trusted quite a bit,Not at all positive,Not at all supportive,Not at all respectful,Not at all optimistic,Almost never,Not at all supportive,Somewhat positive,Extremely positive,Extremely important,Somewhat positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,A tremendous amount of input,Somewhat friendly,Frequently,Quite caring,Extremely supportive,Trust some,Slightly respectful,Extremely challenging
