"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
e5-1,y,Somewhat enthusiastic,Trusted somewhat,Extremely positive,Quite supportive,Quite respectful,Extremely optimistic,Almost all the time,Somewhat supportive,Somewhat positive,Somewhat positive,Quite important,Extremely positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Quite clearly,Some input,Quite friendly,Almost all the time,Quite caring,Quite supportive,Trust quite a bit,Somewhat respectful,Somewhat challenging
e5-4,y,Quite enthusiastic,Trusted quite a bit,Quite positive,Somewhat supportive,Extremely respectful,Quite optimistic,Frequently,Quite supportive,Quite positive,Quite positive,Extremely important,Somewhat positive,Quite effectively,Quite knowledgeable,Quite responsive,Quite effective,Extremely clearly,Some input,Somewhat friendly,Almost all the time,Somewhat caring,Somewhat supportive,Trust some,Quite respectful,Somewhat challenging
e5-6,y,Extremely enthusiastic,Trusted somewhat,Slightly positive,Extremely supportive,Slightly respectful,Slightly optimistic,Almost all the time,Slightly supportive,Slightly positive,Quite positive,Somewhat important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Slightly effective,Slightly clearly,Almost no input,Extremely friendly,Almost all the time,Somewhat caring,Slightly supportive,Trust a little bit,Slightly respectful,Extremely challenging
e5-7,y,Quite enthusiastic,Not at all trusted,Somewhat positive,Somewhat supportive,Quite respectful,Somewhat optimistic,Sometimes,Slightly supportive,Somewhat positive,Somewhat positive,Slightly important,Not at all positive,Slightly effectively,Not knowledgeable at all,Slightly responsive,Somewhat effective,Quite clearly,Quite a bit of input,Slightly friendly,Almost all the time,Slightly caring,Somewhat supportive,Trust quite a bit,Quite respectful,Slightly challenging
e5-12,y,Somewhat enthusiastic,Not at all trusted,Quite positive,Quite supportive,Quite respectful,Extremely optimistic,Sometimes,Quite supportive,Extremely positive,Slightly positive,Slightly important,Slightly positive,Somewhat effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Slightly clearly,Some input,Somewhat friendly,Once in a while,Quite caring,Somewhat supportive,Trust quite a bit,Somewhat respectful,Slightly challenging
e5-14,y,Somewhat enthusiastic,Trusted a little bit,Slightly positive,Slightly supportive,Somewhat respectful,Somewhat optimistic,Almost never,Slightly supportive,Somewhat positive,Slightly positive,Somewhat important,Slightly positive,Not at all effectively,Slightly knowledgeable,Not at all responsive,Not at all effective,Somewhat clearly,Some input,Slightly friendly,Almost never,Not at all caring,Slightly supportive,Trust some,Somewhat respectful,Somewhat challenging
e5-15,y,Not at all enthusiastic,Trusted a tremendous amount,Slightly positive,Not at all supportive,Not at all respectful,Not at all optimistic,Almost never,Slightly supportive,Not at all positive,Extremely positive,Quite important,Quite positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Slightly clearly,Almost no input,Slightly friendly,Almost never,Slightly caring,Not at all supportive,Trust a little bit,Slightly respectful,Extremely challenging
e5-16,y,Extremely enthusiastic,Not at all trusted,Somewhat positive,Quite supportive,Quite respectful,Quite optimistic,Almost all the time,Quite supportive,Somewhat positive,Somewhat positive,Quite important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Extremely effective,Somewhat clearly,Quite a bit of input,Somewhat friendly,Almost never,Somewhat caring,Slightly supportive,Do not trust at all,Somewhat respectful,Somewhat challenging
e5-17,y,Quite enthusiastic,Trusted a little bit,Not at all positive,Somewhat supportive,Somewhat respectful,Slightly optimistic,Frequently,Somewhat supportive,Quite positive,Slightly positive,Somewhat important,Slightly positive,Not at all effectively,Somewhat knowledgeable,Somewhat responsive,Quite effective,Quite clearly,A tremendous amount of input,Somewhat friendly,Frequently,Quite caring,Quite supportive,Trust a tremendous amount,Extremely respectful,Not at all challenging
e5-21,y,Not at all enthusiastic,Trusted a little bit,Extremely positive,Somewhat supportive,Extremely respectful,Extremely optimistic,Frequently,Somewhat supportive,Quite positive,Not at all positive,Slightly important,Somewhat positive,Quite effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Slightly clearly,Almost no input,Extremely friendly,Almost all the time,Extremely caring,Somewhat supportive,Trust quite a bit,Quite respectful,Somewhat challenging
