"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
e4-2,y,Quite enthusiastic,Trusted quite a bit,Somewhat positive,Somewhat supportive,Slightly respectful,Somewhat optimistic,Sometimes,Slightly supportive,Slightly positive,Extremely positive,Somewhat important,Somewhat positive,Quite effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Quite clearly,Quite a bit of input,Slightly friendly,Almost never,Slightly caring,Not at all supportive,Trust some,Somewhat respectful,Slightly challenging
e4-3,y,Extremely enthusiastic,Trusted quite a bit,Slightly positive,Quite supportive,Not at all respectful,Slightly optimistic,Almost all the time,Slightly supportive,Somewhat positive,Quite positive,Extremely important,Quite positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Some input,Quite friendly,Almost never,Extremely caring,Extremely supportive,Trust a tremendous amount,Somewhat respectful,Slightly challenging
e4-4,y,Slightly enthusiastic,Trusted somewhat,Not at all positive,Somewhat supportive,Somewhat respectful,Not at all optimistic,Frequently,Slightly supportive,Somewhat positive,Quite positive,Quite important,Extremely positive,Somewhat effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Slightly clearly,A little bit of input,Somewhat friendly,Frequently,Quite caring,Extremely supportive,Trust a tremendous amount,Quite respectful,Somewhat challenging
e4-5,y,Not at all enthusiastic,Trusted quite a bit,Not at all positive,Somewhat supportive,Slightly respectful,Somewhat optimistic,Sometimes,Quite supportive,Quite positive,Extremely positive,Extremely important,Extremely positive,Quite effectively,Extremely knowledgeable,Quite responsive,Extremely effective,Somewhat clearly,Some input,Somewhat friendly,Almost never,Slightly caring,Slightly supportive,Do not trust at all,Slightly respectful,Quite challenging
e4-6,y,Quite enthusiastic,Trusted quite a bit,Slightly positive,Quite supportive,Slightly respectful,Slightly optimistic,Frequently,Slightly supportive,Slightly positive,Extremely positive,Extremely important,Quite positive,Somewhat effectively,Quite knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Some input,Somewhat friendly,Almost all the time,Somewhat caring,Slightly supportive,Trust some,Quite respectful,Slightly challenging
e4-9,y,Slightly enthusiastic,Trusted a tremendous amount,Not at all positive,Slightly supportive,Slightly respectful,Slightly optimistic,Sometimes,Slightly supportive,Slightly positive,Somewhat positive,Quite important,Quite positive,Quite effectively,Somewhat knowledgeable,Slightly responsive,Not at all effective,Not at all clearly,Almost no input,Somewhat friendly,Almost all the time,Somewhat caring,Quite supportive,Trust quite a bit,Somewhat respectful,Quite challenging
e4-11,y,Somewhat enthusiastic,Not at all trusted,Somewhat positive,Slightly supportive,Quite respectful,Slightly optimistic,Once in a while,Somewhat supportive,Slightly positive,Not at all positive,Not important at all,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Quite effective,Extremely clearly,A tremendous amount of input,Not at all friendly,Frequently,Slightly caring,Not at all supportive,Trust some,Quite respectful,Slightly challenging
e4-13,y,Somewhat enthusiastic,Trusted a tremendous amount,Quite positive,Somewhat supportive,Extremely respectful,Quite optimistic,Once in a while,Quite supportive,Extremely positive,Extremely positive,Quite important,Somewhat positive,Quite effectively,Extremely knowledgeable,Extremely responsive,Extremely effective,Quite clearly,Quite a bit of input,Not at all friendly,Frequently,Slightly caring,Slightly supportive,Trust some,Quite respectful,Somewhat challenging
e4-14,y,Slightly enthusiastic,Trusted somewhat,Quite positive,Slightly supportive,Extremely respectful,Somewhat optimistic,Once in a while,Somewhat supportive,Somewhat positive,Slightly positive,Not important at all,Slightly positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Not at all effective,Slightly clearly,A little bit of input,Not at all friendly,Sometimes,Slightly caring,Not at all supportive,Trust some,Quite respectful,Somewhat challenging
e4-15,y,Extremely enthusiastic,Trusted a tremendous amount,Extremely positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Slightly supportive,Not at all positive,Somewhat positive,Somewhat important,Quite positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Slightly friendly,Frequently,Slightly caring,Not at all supportive,Trust some,Quite respectful,Not at all challenging
e4-16,y,Quite enthusiastic,Not at all trusted,Quite positive,Extremely supportive,Extremely respectful,Somewhat optimistic,Sometimes,Quite supportive,Somewhat positive,Somewhat positive,Quite important,Quite positive,Quite effectively,Somewhat knowledgeable,Quite responsive,Extremely effective,Somewhat clearly,A little bit of input,Quite friendly,Almost all the time,Somewhat caring,Slightly supportive,Trust a little bit,Not at all respectful,Quite challenging
e4-17,y,Extremely enthusiastic,Not at all trusted,Quite positive,Extremely supportive,Somewhat respectful,Quite optimistic,Sometimes,Somewhat supportive,Somewhat positive,Somewhat positive,Somewhat important,Quite positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Somewhat clearly,A little bit of input,Quite friendly,Once in a while,Quite caring,Extremely supportive,Trust a tremendous amount,Somewhat respectful,Quite challenging
