id,answered,concerned_teacher,how_teacher,again_teacher,respect_teacher,disrespectful_people,understand_people,energy_school,fights_students,support_adults,fair_rules,online_bully,respect_students,behavior_students,school_violence,belong_school,excited_teacher,adult_help
stu-e2-1,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-2,y,Quite concerned,Frequently,Somewhat excited,Quite respectful,Once in a while,Understand somewhat,Neither negative or positive,Once in a while,Quite a bit of support,Neither unfair or fair,Slightly likely,No respect at all,Neither helps nor hurts my learning,Frequently,Belong a little bit,Frequently,Slightly difficult
stu-e2-3,y,Somewhat concerned,Once in a while,Slightly excited,Somewhat respectful,Once in a while,Understand quite a bit,Neither negative or positive,Almost never,Quite a bit of support,Neither unfair or fair,Not at all likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Frequently,Slightly difficult
stu-e2-4,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-5,y,Somewhat concerned,Frequently,Somewhat excited,Slightly respectful,Sometimes,Understand somewhat,Slightly positive,Almost always,Some support,Slightly fair,Somewhat likely,A tremendous amount of respect,Helps my learning a little bit,Almost never,Completely belong,Almost never,Somewhat difficult
stu-e2-6,y,Quite concerned,Almost always,Extremely excited,Somewhat respectful,Almost never,Understand quite a bit,Somewhat positive,Frequently,No support at all,Slightly fair,Not at all likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Sometimes,Extremely difficult
stu-e2-7,y,Somewhat concerned,Sometimes,Quite excited,Quite respectful,Almost always,Understand a little,Somewhat negative,Almost always,Quite a bit of support,Slightly unfair,Somewhat likely,Quite a bit of respect,Helps my learning a little bit,Almost always,Belong somewhat,Almost always,Slightly difficult
stu-e2-8,y,Slightly concerned,Sometimes,Quite excited,Quite respectful,Almost always,Do not understand at all,Neither negative or positive,Frequently,Some support,Slightly unfair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Frequently,Slightly difficult
stu-e2-9,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-10,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-11,y,Slightly concerned,Almost never,Somewhat excited,Somewhat respectful,Sometimes,Understand a little,Slightly negative,Sometimes,Quite a bit of support,Very unfair,Quite likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e2-12,y,Quite concerned,Sometimes,Somewhat excited,Slightly respectful,Sometimes,Understand a little,Very negative,Once in a while,A tremendous amount of support,Slightly unfair,Quite likely,A little bit of respect,Hurts my learning some,Almost always,Belong somewhat,Sometimes,Slightly difficult
stu-e2-13,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-14,y,Extremely concerned,Frequently,Somewhat excited,Somewhat respectful,Almost never,Understand somewhat,Slightly positive,Frequently,Some support,Neither unfair or fair,Slightly likely,Some respect,Hurts my learning a little bit,Frequently,Belong a little bit,Sometimes,Slightly difficult
stu-e2-15,y,Extremely concerned,Almost always,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Slightly negative,Once in a while,A little bit of support,Somewhat unfair,Quite likely,Some respect,Hurts my learning a little bit,Frequently,Do not belong at all,Sometimes,Quite difficult
stu-e2-16,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-17,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-18,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-19,y,Somewhat concerned,Sometimes,Somewhat excited,Slightly respectful,Almost never,Understand somewhat,Slightly negative,Frequently,Quite a bit of support,Somewhat unfair,Quite likely,A tremendous amount of respect,Neither helps nor hurts my learning,Almost always,Do not belong at all,Almost never,Not at all difficult
stu-e2-20,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-21,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-22,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-23,y,Not at all concerned,Almost never,Not at all excited,Somewhat respectful,Almost never,Understand somewhat,Neither negative or positive,Frequently,Quite a bit of support,Neither unfair or fair,Slightly likely,Quite a bit of respect,Helps my learning a tremendous amount,Once in a while,Belong somewhat,Frequently,Slightly difficult
stu-e2-24,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-25,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-26,y,Extremely concerned,Almost always,Quite excited,Extremely respectful,Almost never,Completely understand,Somewhat positive,Once in a while,Quite a bit of support,Somewhat fair,Slightly likely,A little bit of respect,Hurts my learning some,Almost never,Completely belong,Almost always,Somewhat difficult
stu-e2-27,y,Somewhat concerned,Once in a while,Not at all excited,Somewhat respectful,Almost never,Completely understand,Somewhat positive,Frequently,No support at all,Neither unfair or fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Once in a while,Quite difficult
stu-e2-28,y,Slightly concerned,Almost never,Slightly excited,Somewhat respectful,Once in a while,Completely understand,Somewhat positive,Frequently,Some support,Somewhat fair,Not at all likely,Quite a bit of respect,Helps my learning some,Almost never,Completely belong,Once in a while,Somewhat difficult
stu-e2-29,y,Somewhat concerned,Once in a while,Slightly excited,Slightly respectful,Sometimes,Understand somewhat,Neither negative or positive,Almost never,A tremendous amount of support,Neither unfair or fair,Somewhat likely,No respect at all,Hurts my learning some,Sometimes,Belong quite a bit,Once in a while,Somewhat difficult
stu-e2-30,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-31,y,Somewhat concerned,Once in a while,Somewhat excited,Slightly respectful,Once in a while,Understand quite a bit,Somewhat positive,Sometimes,No support at all,Slightly fair,Slightly likely,Quite a bit of respect,Helps my learning a tremendous amount,Once in a while,Belong somewhat,Almost never,Quite difficult
stu-e2-32,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-33,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-34,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-35,y,Not at all concerned,Almost never,Not at all excited,Not at all respectful,Almost always,Do not understand at all,Neither negative or positive,Almost always,A tremendous amount of support,Neither unfair or fair,Extremely likely,Quite a bit of respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Almost never,Somewhat difficult
stu-e2-36,y,Quite concerned,Sometimes,Quite excited,Somewhat respectful,Once in a while,Completely understand,Slightly positive,Almost always,No support at all,Somewhat fair,Slightly likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong a little bit,Frequently,Extremely difficult
stu-e2-37,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-38,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-39,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-40,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-41,y,Somewhat concerned,Sometimes,Quite excited,Extremely respectful,Once in a while,Understand somewhat,Slightly negative,Once in a while,Some support,Somewhat unfair,Somewhat likely,Some respect,Hurts my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Quite difficult
stu-e2-42,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-43,y,Not at all concerned,Almost never,Not at all excited,Somewhat respectful,Frequently,Understand a little,Neither negative or positive,Frequently,A tremendous amount of support,Slightly fair,Somewhat likely,Some respect,Hurts my learning a little bit,Once in a while,Belong somewhat,Frequently,Somewhat difficult
stu-e2-44,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-45,y,Quite concerned,Almost always,Quite excited,Extremely respectful,Frequently,Understand a little,Slightly negative,Frequently,Quite a bit of support,Neither unfair or fair,Somewhat likely,Some respect,Hurts my learning a little bit,Frequently,Belong somewhat,Frequently,Slightly difficult
stu-e2-46,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e2-47,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
